game_id,date,home,vis,time,period,mins,secs,pos,team,event,event_deets,block,steal,home_desc,vis_desc,score,home_score,vis_score
0021300362,2013-12-16,CHI,ORL,0.0,1,12,0,,,period_start,0,False,False,,,0-0,0,0
0021300362,2013-12-16,CHI,ORL,0.0,1,12,0,,CHI,jump_ball,0,False,False,Jump Ball Noah vs. Vucevic: Tip to Boozer,,0-0,0,0
0021300362,2013-12-16,CHI,ORL,0.25,1,11,45,CHI,CHI,fg_make,5,False,False,Boozer 2' Layup (2 PTS) (Deng 1 AST),,2-0,2,0
0021300362,2013-12-16,CHI,ORL,0.58,1,11,25,ORL,ORL,tov,4,False,False,,Nelson Traveling Turnover (P1.T1),2-0,2,0
0021300362,2013-12-16,CHI,ORL,0.82,1,11,11,CHI,CHI,fg_make,1,False,False,Deng 16' Jump Shot (2 PTS) (Boozer 1 AST),,4-0,4,0
0021300362,2013-12-16,CHI,ORL,1.28,1,10,43,ORL,ORL,fg_miss,86,False,False,,MISS Davis 7' Turnaround Fadeaway Shot,4-0,4,0
0021300362,2013-12-16,CHI,ORL,1.3,1,10,42,CHI,CHI,reb,0,False,False,Boozer REBOUND (Off:0 Def:1),,4-0,4,0
0021300362,2013-12-16,CHI,ORL,1.62,1,10,23,CHI,CHI,fg_miss,1,False,False,MISS Butler 19' Jump Shot,,4-0,4,0
0021300362,2013-12-16,CHI,ORL,1.63,1,10,22,ORL,ORL,reb,0,False,False,,Vucevic REBOUND (Off:0 Def:1),4-0,4,0
0021300362,2013-12-16,CHI,ORL,1.83,1,10,10,ORL,CHI,foul,2,False,False,Boozer S.FOUL (P1.T1),,4-0,4,0
0021300362,2013-12-16,CHI,ORL,1.83,1,10,10,ORL,ORL,ft_miss,11,False,False,,MISS Davis Free Throw 1 of 2,4-0,4,0
0021300362,2013-12-16,CHI,ORL,1.83,1,10,10,ORL,ORL,reb,1,False,False,,Magic Rebound,4-0,4,0
0021300362,2013-12-16,CHI,ORL,1.83,1,10,10,ORL,ORL,ft_miss,12,False,False,,MISS Davis Free Throw 2 of 2,4-0,4,0
0021300362,2013-12-16,CHI,ORL,1.85,1,10,9,CHI,CHI,reb,0,False,False,Boozer REBOUND (Off:0 Def:2),,4-0,4,0
0021300362,2013-12-16,CHI,ORL,1.98,1,10,1,CHI,ORL,foul,1,False,False,,Oladipo P.FOUL (P1.T1),4-0,4,0
0021300362,2013-12-16,CHI,ORL,2.23,1,9,46,CHI,CHI,fg_miss,1,False,False,MISS Butler 8' Jump Shot,,4-0,4,0
0021300362,2013-12-16,CHI,ORL,2.27,1,9,44,CHI,CHI,fg_miss,1,False,False,MISS Butler 7' Jump Shot,,4-0,4,0
0021300362,2013-12-16,CHI,ORL,2.27,1,9,44,CHI,CHI,reb,0,False,False,Butler REBOUND (Off:1 Def:0),,4-0,4,0
0021300362,2013-12-16,CHI,ORL,2.3,1,9,42,ORL,ORL,reb,0,False,False,,Vucevic REBOUND (Off:0 Def:2),4-0,4,0
0021300362,2013-12-16,CHI,ORL,2.4,1,9,36,ORL,ORL,fg3_miss,1,False,False,,MISS Nelson 26' 3PT Jump Shot,4-0,4,0
0021300362,2013-12-16,CHI,ORL,2.43,1,9,34,CHI,CHI,reb,0,False,False,Deng REBOUND (Off:0 Def:1),,4-0,4,0
0021300362,2013-12-16,CHI,ORL,2.63,1,9,22,CHI,CHI,fg_make,1,False,False,Boozer 8' Jump Shot (4 PTS) (Butler 1 AST),,6-0,6,0
0021300362,2013-12-16,CHI,ORL,2.83,1,9,10,ORL,ORL,timeout,1,False,False,,Magic Timeout: Regular (Reg.1 Short 0),6-0,6,0
0021300362,2013-12-16,CHI,ORL,2.97,1,9,2,ORL,ORL,fg_miss,1,False,False,,MISS Vucevic 21' Jump Shot,6-0,6,0
0021300362,2013-12-16,CHI,ORL,2.98,1,9,1,CHI,CHI,reb,0,False,False,Butler REBOUND (Off:1 Def:1),,6-0,6,0
0021300362,2013-12-16,CHI,ORL,3.23,1,8,46,CHI,CHI,fg_miss,1,False,False,MISS Deng 17' Jump Shot,,6-0,6,0
0021300362,2013-12-16,CHI,ORL,3.25,1,8,45,ORL,ORL,reb,0,False,False,,Nelson REBOUND (Off:0 Def:1),6-0,6,0
