game_id,date,home,vis,period,mins,secs,pos,team,event,event_deets,block,steal,home_desc,vis_desc,home_score,vis_score
0022100696,2022-01-22,MIL,SAC,1,12,0,,,period_start,0,False,False,,,0,0
0022100696,2022-01-22,MIL,SAC,1,12,0,,MIL,jump_ball,0,False,False,Jump Ball Portis vs. Holmes: Tip to Davis,,0,0
0022100696,2022-01-22,MIL,SAC,1,11,40,SAC,SAC,fg3_make,79,False,False,,Davis 25' 3PT Pullup Jump Shot (3 PTS) (Barnes 1 AST),3,0
0022100696,2022-01-22,MIL,SAC,1,11,21,MIL,MIL,fg3_make,79,False,False,Middleton 26' 3PT Pullup Jump Shot (3 PTS),,3,3
0022100696,2022-01-22,MIL,SAC,1,11,7,SAC,SAC,fg3_make,80,False,False,,Barnes 27' 3PT Step Back Jump Shot (3 PTS) (Holmes 1 AST),6,3
0022100696,2022-01-22,MIL,SAC,1,10,47,MIL,MIL,fg_miss,1,False,False,MISS Portis 17' Jump Shot,,6,3
0022100696,2022-01-22,MIL,SAC,1,10,45,SAC,SAC,reb,0,False,False,,Holmes REBOUND (Off:0 Def:1),6,3
0022100696,2022-01-22,MIL,SAC,1,10,38,SAC,SAC,fg_miss,1,False,False,,MISS Bagley III 16' Jump Shot,6,3
0022100696,2022-01-22,MIL,SAC,1,10,34,MIL,MIL,reb,0,False,False,Middleton REBOUND (Off:0 Def:1),,6,3
0022100696,2022-01-22,MIL,SAC,1,10,29,MIL,MIL,fg_make,41,False,False,Middleton 6' Running Layup (5 PTS),,6,5
0022100696,2022-01-22,MIL,SAC,1,10,14,SAC,SAC,fg_miss,79,False,False,,MISS Bagley III 14' Pullup Jump Shot,6,5
0022100696,2022-01-22,MIL,SAC,1,10,11,MIL,MIL,reb,0,False,False,Portis REBOUND (Off:0 Def:1),,6,5
0022100696,2022-01-22,MIL,SAC,1,10,2,MIL,MIL,fg_miss,57,False,False,MISS Holiday 6' Driving Hook Shot,,6,5
0022100696,2022-01-22,MIL,SAC,1,9,59,SAC,SAC,reb,0,False,False,,Davis REBOUND (Off:0 Def:1),6,5
0022100696,2022-01-22,MIL,SAC,1,9,45,SAC,SAC,fg3_miss,1,False,False,,MISS Barnes 28' 3PT Jump Shot,6,5
0022100696,2022-01-22,MIL,SAC,1,9,42,MIL,MIL,reb,0,False,False,Holiday REBOUND (Off:0 Def:1),,6,5
0022100696,2022-01-22,MIL,SAC,1,9,32,MIL,MIL,fg3_miss,1,False,False,MISS Connaughton 28' 3PT Jump Shot,,6,5
0022100696,2022-01-22,MIL,SAC,1,9,29,SAC,SAC,reb,0,False,False,,Davis REBOUND (Off:0 Def:2),6,5
0022100696,2022-01-22,MIL,SAC,1,9,12,SAC,SAC,fg_make,6,False,False,,Barnes 1' Driving Layup (5 PTS),8,5
0022100696,2022-01-22,MIL,SAC,1,8,57,MIL,MIL,fg3_miss,1,False,False,MISS Portis 27' 3PT Jump Shot,,8,5
0022100696,2022-01-22,MIL,SAC,1,8,54,SAC,SAC,reb,0,False,False,,Holmes REBOUND (Off:0 Def:2),8,5
0022100696,2022-01-22,MIL,SAC,1,8,39,SAC,SAC,fg_make,63,False,False,,Haliburton 14' Fadeaway Jumper (2 PTS),10,5
0022100696,2022-01-22,MIL,SAC,1,8,22,MIL,MIL,fg_miss,6,False,False,MISS Holiday 4' Driving Layup,,10,5
0022100696,2022-01-22,MIL,SAC,1,8,19,SAC,SAC,reb,0,False,False,,Haliburton REBOUND (Off:0 Def:1),10,5
0022100696,2022-01-22,MIL,SAC,1,8,3,SAC,SAC,fg_make,102,False,False,,Davis 10' Driving Floating Bank Jump Shot (5 PTS) (Barnes 2 AST),12,5
0022100696,2022-01-22,MIL,SAC,1,7,45,MIL,MIL,fg3_make,1,False,False,Connaughton 24' 3PT Jump Shot (3 PTS) (Middleton 1 AST),,12,8
0022100696,2022-01-22,MIL,SAC,1,7,33,SAC,SAC,fg3_miss,1,False,False,,MISS Davis 26' 3PT Jump Shot,12,8
0022100696,2022-01-22,MIL,SAC,1,7,30,MIL,MIL,reb,0,False,False,Portis REBOUND (Off:0 Def:2),,12,8
0022100696,2022-01-22,MIL,SAC,1,7,24,MIL,MIL,fg_make,73,False,False,Holiday 1' Driving Reverse Layup (2 PTS),,12,10
0022100696,2022-01-22,MIL,SAC,1,7,8,SAC,SAC,fg3_miss,1,False,False,,MISS Haliburton 26' 3PT Jump Shot,12,10
0022100696,2022-01-22,MIL,SAC,1,7,5,MIL,MIL,reb,0,False,False,Portis REBOUND (Off:0 Def:3),,12,10
0022100696,2022-01-22,MIL,SAC,1,6,53,MIL,SAC,foul,2,False,False,,Davis S.FOUL (P1.T1) (Z.Zarba),12,10
0022100696,2022-01-22,MIL,SAC,1,6,53,MIL,MIL,timeout,1,False,False,BUCKS Timeout: Regular (Full 1 Short 0),,12,10
0022100696,2022-01-22,MIL,SAC,1,6,53,MIL,MIL,ft_make,11,False,False,Holiday Free Throw 1 of 2 (3 PTS),,12,11
0022100696,2022-01-22,MIL,SAC,1,6,53,MIL,MIL,ft_make,12,False,False,Holiday Free Throw 2 of 2 (4 PTS),,12,12
0022100696,2022-01-22,MIL,SAC,1,6,35,SAC,SAC,fg_make,108,False,False,,Bagley III 1' Cutting Dunk Shot (2 PTS) (Jones 1 AST),14,12
0022100696,2022-01-22,MIL,SAC,1,6,24,MIL,MIL,fg_make,79,False,False,Middleton 15' Pullup Jump Shot (7 PTS),,14,14
0022100696,2022-01-22,MIL,SAC,1,6,15,SAC,SAC,fg3_make,1,False,False,,Bagley III 3PT Jump Shot (5 PTS) (Davis 1 AST),17,14
0022100696,2022-01-22,MIL,SAC,1,6,2,MIL,MIL,fg_miss,44,False,False,MISS Holiday 2' Reverse Layup,,17,14
0022100696,2022-01-22,MIL,SAC,1,5,59,SAC,SAC,reb,0,False,False,,Jones REBOUND (Off:0 Def:1),17,14
0022100696,2022-01-22,MIL,SAC,1,5,54,SAC,SAC,fg_make,98,False,False,,Jones 2' Cutting Layup Shot (2 PTS) (Davis 2 AST),19,14
0022100696,2022-01-22,MIL,SAC,1,5,54,SAC,MIL,foul,2,False,False,DiVincenzo S.FOUL (P1.T1) (Z.Zarba),,19,14
0022100696,2022-01-22,MIL,SAC,1,5,54,SAC,SAC,ft_miss,10,False,False,,MISS Jones Free Throw 1 of 1,19,14
