team,ranking,date
NOP,-0.5468652835274296,2019-10-23
LAL,-0.5468652835274296,2019-10-23
TOR,0.5468649009275577,2019-10-23
LAC,0.5468649009275577,2019-10-23
IND,-0.6634239540201767,2019-10-24
BKN,-0.6634239540201767,2019-10-24
POR,-0.6634239540201767,2019-10-24
NOP,-0.5468652835274296,2019-10-24
LAL,-0.5468652835274296,2019-10-24
CHI,-0.5468652835274296,2019-10-24
CLE,-0.5468652835274296,2019-10-24
MEM,-0.5468652835274296,2019-10-24
BOS,-0.5468652835274296,2019-10-24
WAS,-0.5468652835274296,2019-10-24
NYK,-0.5468652835274296,2019-10-24
OKC,-0.5468652835274296,2019-10-24
SAC,-0.5468652835274296,2019-10-24
TOR,0.5468649009275577,2019-10-24
LAC,0.5468649009275577,2019-10-24
CHA,0.5468649009275577,2019-10-24
ORL,0.5468649009275577,2019-10-24
MIA,0.5468649009275577,2019-10-24
PHI,0.5468649009275577,2019-10-24
DAL,0.5468649009275577,2019-10-24
SAS,0.5468649009275577,2019-10-24
UTA,0.5468649009275577,2019-10-24
PHX,0.5468649009275577,2019-10-24
DET,0.6634234344976754,2019-10-24
MIN,0.6634234344976754,2019-10-24
DEN,0.6634234344976754,2019-10-24
IND,-0.7139557729499506,2019-10-25
BKN,-0.6634239540201767,2019-10-25
POR,-0.6634239540201767,2019-10-25
HOU,-0.6634239540201767,2019-10-25
GSW,-0.587175623141811,2019-10-25
NOP,-0.5468652835274296,2019-10-25
CHI,-0.5468652835274296,2019-10-25
CLE,-0.5468652835274296,2019-10-25
MEM,-0.5468652835274296,2019-10-25
BOS,-0.5468652835274296,2019-10-25
WAS,-0.5468652835274296,2019-10-25
NYK,-0.5468652835274296,2019-10-25
OKC,-0.5468652835274296,2019-10-25
SAC,-0.5468652835274296,2019-10-25
LAL,-0.515987649485398,2019-10-25
DET,0.005515567355203182,2019-10-25
TOR,0.5468649009275577,2019-10-25
CHA,0.5468649009275577,2019-10-25
ORL,0.5468649009275577,2019-10-25
MIA,0.5468649009275577,2019-10-25
PHI,0.5468649009275577,2019-10-25
DAL,0.5468649009275577,2019-10-25
SAS,0.5468649009275577,2019-10-25
UTA,0.5468649009275577,2019-10-25
PHX,0.5468649009275577,2019-10-25
MIN,0.6634234344976754,2019-10-25
DEN,0.6634234344976754,2019-10-25
MIL,0.6634234344976754,2019-10-25
ATL,0.8045881727742932,2019-10-25
LAC,0.9927171297923559,2019-10-25
SAC,-1.1213478129247367,2019-10-26
OKC,-1.1096341752927374,2019-10-26
MEM,-1.0880401540886504,2019-10-26
NYK,-0.9953244140824229,2019-10-26
NOP,-0.9587660655118352,2019-10-26
IND,-0.7139557729499506,2019-10-26
HOU,-0.6634239540201767,2019-10-26
GSW,-0.5834748594288545,2019-10-26
CLE,-0.5468652835274296,2019-10-26
BKN,-0.1392228190658581,2019-10-26
UTA,-0.12252496269771783,2019-10-26
TOR,-0.11857262450457967,2019-10-26
POR,-0.0447997833552277,2019-10-26
CHI,-0.002579512860018305,2019-10-26
DET,0.005515567355203182,2019-10-26
CHA,0.022962298526480646,2019-10-26
PHX,0.054952532179763765,2019-10-26
WAS,0.05655070078075628,2019-10-26
BOS,0.09135835850126349,2019-10-26
LAL,0.11800385152049586,2019-10-26
MIA,0.511643973678014,2019-10-26
SAS,0.5173929169445278,2019-10-26
ORL,0.5468649009275577,2019-10-26
PHI,0.5898776626965218,2019-10-26
MIL,0.6634234344976754,2019-10-26
ATL,0.8045881727742932,2019-10-26
DAL,0.957640725926342,2019-10-26
LAC,1.0229181642786807,2019-10-26
DEN,1.1009037157779442,2019-10-26
MIN,1.199753183979686,2019-10-26
SAC,-1.334894352477631,2019-10-27
NYK,-1.2893813026507488,2019-10-27
NOP,-1.260877595396664,2019-10-27
IND,-1.1394073493364827,2019-10-27
OKC,-1.115610982037302,2019-10-27
MEM,-1.0947739226919446,2019-10-27
GSW,-0.6215628438806378,2019-10-27
CHI,-0.48006040568604486,2019-10-27
DET,-0.37934357486714154,2019-10-27
WAS,-0.2655856880416492,2019-10-27
HOU,-0.2639892458868352,2019-10-27
BKN,-0.1563137207028692,2019-10-27
CLE,-0.12047827609872507,2019-10-27
POR,-0.05700568996099761,2019-10-27
CHA,-0.008315603519404106,2019-10-27
MIL,0.09586723000477623,2019-10-27
LAL,0.10326854183180015,2019-10-27
ORL,0.1282895668435097,2019-10-27
UTA,0.1442892242895987,2019-10-27
TOR,0.3826363281364935,2019-10-27
LAC,0.4674053757534551,2019-10-27
BOS,0.46973194269737123,2019-10-27
PHX,0.5612351167350139,2019-10-27
SAS,0.8829273787709353,2019-10-27
DAL,0.9253508167665236,2019-10-27
PHI,1.066665996635983,2019-10-27
MIA,1.0826747017181844,2019-10-27
DEN,1.1265084744090201,2019-10-27
ATL,1.1521349156254985,2019-10-27
MIN,1.1963801380769676,2019-10-27
NYK,-1.3097199837123328,2019-10-28
SAC,-1.3010069150320251,2019-10-28
NOP,-1.2866942599440396,2019-10-28
IND,-1.1394073493364827,2019-10-28
GSW,-1.1254318630578515,2019-10-28
BKN,-0.6429287578842735,2019-10-28
OKC,-0.6417149956198257,2019-10-28
MEM,-0.5618247808717586,2019-10-28
CHI,-0.47180579575624365,2019-10-28
DET,-0.37934357486714154,2019-10-28
CHA,-0.36290276085013995,2019-10-28
WAS,-0.26879866572948025,2019-10-28
HOU,-0.26659236544588466,2019-10-28
CLE,-0.12047827609872507,2019-10-28
MIL,0.06996499821531227,2019-10-28
ORL,0.1282895668435097,2019-10-28
UTA,0.19153572854203407,2019-10-28
DAL,0.26573027036647295,2019-10-28
TOR,0.3834206745413326,2019-10-28
LAL,0.46308638822957526,2019-10-28
LAC,0.46609252023469494,2019-10-28
BOS,0.46813512506658866,2019-10-28
POR,0.5466367865118725,2019-10-28
PHX,0.5648468967737488,2019-10-28
MIA,0.6899921673558679,2019-10-28
SAS,0.8824791239226494,2019-10-28
PHI,1.066665996635983,2019-10-28
ATL,1.1521349156254985,2019-10-28
DEN,1.1670442079698564,2019-10-28
MIN,1.486738160431977,2019-10-28
NOP,-1.6290088635371993,2019-10-29
SAC,-1.4627131636077377,2019-10-29
IND,-1.4060512055751164,2019-10-29
CHI,-0.8799029925501556,2019-10-29
OKC,-0.8591132261953379,2019-10-29
NYK,-0.8061926797958304,2019-10-29
GSW,-0.6373903471161694,2019-10-29
BKN,-0.617101182554952,2019-10-29
CHA,-0.6160763840089872,2019-10-29
MEM,-0.5865614592429244,2019-10-29
CLE,-0.5104213715580375,2019-10-29
ORL,-0.27691027183053074,2019-10-29
WAS,-0.26572794650026693,2019-10-29
DET,-0.14439563977139527,2019-10-29
HOU,0.09340804783810186,2019-10-29
PHX,0.09924344012876649,2019-10-29
DAL,0.22998392551294825,2019-10-29
POR,0.25301142141585287,2019-10-29
MIL,0.43902268918292336,2019-10-29
LAL,0.48932330153927667,2019-10-29
BOS,0.5337291927991359,2019-10-29
ATL,0.622664361194165,2019-10-29
TOR,0.6334955216002734,2019-10-29
