team,ranking,date
PHI,-0.5468652835274296,2018-10-17
OKC,-0.5468652835274296,2018-10-17
BOS,0.5468649009275577,2018-10-17
GSW,0.5468649009275577,2018-10-17
CHA,-0.6634239540201767,2018-10-18
HOU,-0.6634239540201767,2018-10-18
SAC,-0.6634239540201767,2018-10-18
LAC,-0.6634239540201767,2018-10-18
PHI,-0.5468652835274296,2018-10-18
OKC,-0.5468652835274296,2018-10-18
BKN,-0.5468652835274296,2018-10-18
MEM,-0.5468652835274296,2018-10-18
MIA,-0.5468652835274296,2018-10-18
ATL,-0.5468652835274296,2018-10-18
CLE,-0.5468652835274296,2018-10-18
MIN,-0.5468652835274296,2018-10-18
DAL,-0.5468652835274296,2018-10-18
BOS,0.5468649009275577,2018-10-18
GSW,0.5468649009275577,2018-10-18
DET,0.5468649009275577,2018-10-18
IND,0.5468649009275577,2018-10-18
ORL,0.5468649009275577,2018-10-18
NYK,0.5468649009275577,2018-10-18
TOR,0.5468649009275577,2018-10-18
SAS,0.5468649009275577,2018-10-18
PHX,0.5468649009275577,2018-10-18
MIL,0.6634234344976754,2018-10-18
NOP,0.6634234344976754,2018-10-18
UTA,0.6634234344976754,2018-10-18
DEN,0.6634234344976754,2018-10-18
WAS,-0.7807899411888316,2018-10-19
CHA,-0.6634239540201767,2018-10-19
HOU,-0.6634239540201767,2018-10-19
SAC,-0.6634239540201767,2018-10-19
LAC,-0.6634239540201767,2018-10-19
CHI,-0.6526867454773624,2018-10-19
OKC,-0.5468652835274296,2018-10-19
BKN,-0.5468652835274296,2018-10-19
MEM,-0.5468652835274296,2018-10-19
ATL,-0.5468652835274296,2018-10-19
CLE,-0.5468652835274296,2018-10-19
MIN,-0.5468652835274296,2018-10-19
DAL,-0.5468652835274296,2018-10-19
LAL,-0.5468652835274296,2018-10-19
PHI,-0.004225988196117108,2018-10-19
MIA,0.09825413968551541,2018-10-19
GSW,0.5468649009275577,2018-10-19
DET,0.5468649009275577,2018-10-19
IND,0.5468649009275577,2018-10-19
NYK,0.5468649009275577,2018-10-19
TOR,0.5468649009275577,2018-10-19
SAS,0.5468649009275577,2018-10-19
PHX,0.5468649009275577,2018-10-19
POR,0.5468649009275577,2018-10-19
BOS,0.5844847217041292,2018-10-19
ORL,0.5924400856270717,2018-10-19
MIL,0.6634234344976754,2018-10-19
NOP,0.6634234344976754,2018-10-19
