team,ranking,date
GSW,-0.6634239540201767,2017-10-18
BOS,-0.5468652835274296,2017-10-18
CLE,0.5468649009275577,2017-10-18
HOU,0.6634234344976754,2017-10-18
BOS,-0.9927182614920965,2017-10-19
DAL,-0.6634239540201767,2017-10-19
PHX,-0.6634239540201767,2017-10-19
GSW,-0.6317422849429554,2017-10-19
SAC,-0.5682635328384589,2017-10-19
CHA,-0.5468652835274296,2017-10-19
BKN,-0.5468652835274296,2017-10-19
MIA,-0.5468652835274296,2017-10-19
PHI,-0.5468652835274296,2017-10-19
NOP,-0.5468652835274296,2017-10-19
DEN,-0.5468652835274296,2017-10-19
MIN,-0.5468652835274296,2017-10-19
CLE,0.5159872601261121,2017-10-19
DET,0.5468649009275577,2017-10-19
IND,0.5468649009275577,2017-10-19
ORL,0.5468649009275577,2017-10-19
WAS,0.5468649009275577,2017-10-19
MEM,0.5468649009275577,2017-10-19
UTA,0.5468649009275577,2017-10-19
SAS,0.5468649009275577,2017-10-19
MIL,0.5871750996526349,2017-10-19
ATL,0.6634234344976754,2017-10-19
POR,0.6634234344976754,2017-10-19
HOU,1.081866967684971,2017-10-19
BOS,-0.9927182614920965,2017-10-20
DAL,-0.6634239540201767,2017-10-20
PHX,-0.6634239540201767,2017-10-20
LAL,-0.6634239540201767,2017-10-20
GSW,-0.6317422849429554,2017-10-20
SAC,-0.5682635328384589,2017-10-20
CHA,-0.5468652835274296,2017-10-20
BKN,-0.5468652835274296,2017-10-20
MIA,-0.5468652835274296,2017-10-20
PHI,-0.5468652835274296,2017-10-20
NOP,-0.5468652835274296,2017-10-20
DEN,-0.5468652835274296,2017-10-20
MIN,-0.5468652835274296,2017-10-20
CHI,-0.5468652835274296,2017-10-20
NYK,-0.5468652835274296,2017-10-20
CLE,0.5159872601261121,2017-10-20
DET,0.5468649009275577,2017-10-20
IND,0.5468649009275577,2017-10-20
ORL,0.5468649009275577,2017-10-20
WAS,0.5468649009275577,2017-10-20
MEM,0.5468649009275577,2017-10-20
UTA,0.5468649009275577,2017-10-20
SAS,0.5468649009275577,2017-10-20
TOR,0.5468649009275577,2017-10-20
OKC,0.5468649009275577,2017-10-20
MIL,0.5871750996526349,2017-10-20
ATL,0.6634234344976754,2017-10-20
POR,0.6634234344976754,2017-10-20
LAC,0.6634234344976754,2017-10-20
HOU,1.081866967684971,2017-10-20
DAL,-1.2074169581872978,2017-10-21
PHX,-1.161784572435915,2017-10-21
PHI,-1.154291704483727,2017-10-21
NOP,-1.0998582578904357,2017-10-21
MIA,-0.5898780471389992,2017-10-21
DEN,-0.5898780471389992,2017-10-21
CHI,-0.5468652835274296,2017-10-21
NYK,-0.5468652835274296,2017-10-21
BOS,-0.4304964296744368,2017-10-21
ORL,-0.09875754051256362,2017-10-21
UTA,-0.09423482518969799,2017-10-21
LAL,-0.08081271115456903,2017-10-21
GSW,-0.04010576300899054,2017-10-21
ATL,-0.02678634691962383,2017-10-21
SAC,-0.0037331524354824097,2017-10-21
IND,0.018253646965528177,2017-10-21
MIL,0.04565935824086903,2017-10-21
BKN,0.05601020892887519,2017-10-21
CHA,0.07830778871489816,2017-10-21
MIN,0.09423489040225345,2017-10-21
