game_id,date,home,vis,time,period,mins,secs,pos,team,event,event_deets,block,steal,home_desc,vis_desc,score,home_score,vis_score
0021700229,2017-11-18,ORL,UTA,0.0,1,12,0,,,period_start,0,False,False,,,0-0,0,0
0021700229,2017-11-18,ORL,UTA,0.0,1,12,0,,ORL,jump_ball,0,False,False,Jump Ball Vucevic vs. Favors: Tip to Payton,,0-0,0,0
0021700229,2017-11-18,ORL,UTA,0.27,1,11,44,ORL,ORL,tov,1,False,True,Payton Bad Pass Turnover (P1.T1),,0-0,0,0
0021700229,2017-11-18,ORL,UTA,0.27,1,11,44,ORL,UTA,steal,1,False,True,steal,steal,0-0,0,0
0021700229,2017-11-18,ORL,UTA,0.62,1,11,23,UTA,UTA,fg_miss,6,False,False,,MISS Rubio 4' Driving Layup,0-0,0,0
0021700229,2017-11-18,ORL,UTA,0.68,1,11,19,UTA,UTA,reb,0,False,False,,Rubio REBOUND (Off:1 Def:0),0-0,0,0
0021700229,2017-11-18,ORL,UTA,0.85,1,11,9,UTA,UTA,fg_make,1,False,False,,Favors 14' Jump Shot (2 PTS) (Rubio 1 AST),0-2,0,2
0021700229,2017-11-18,ORL,UTA,1.13,1,10,52,ORL,ORL,fg_make,58,False,False,Vucevic 9' Turnaround Hook Shot (2 PTS),,2-2,2,2
0021700229,2017-11-18,ORL,UTA,1.47,1,10,32,UTA,UTA,fg_make,6,False,False,,Mitchell 2' Driving Layup (2 PTS) (Favors 1 AST),2-4,2,4
0021700229,2017-11-18,ORL,UTA,1.57,1,10,26,ORL,ORL,tov,39,False,False,Ross Step Out of Bounds Turnover (P1.T2),,2-4,2,4
0021700229,2017-11-18,ORL,UTA,1.9,1,10,6,UTA,UTA,fg_make,2,False,False,,Jerebko 8' Running Jump Shot (2 PTS) (Ingles 1 AST),2-6,2,6
0021700229,2017-11-18,ORL,UTA,2.07,1,9,56,ORL,UTA,foul,1,False,False,,Rubio P.FOUL (P1.T1) (J.Capers),2-6,2,6
0021700229,2017-11-18,ORL,UTA,2.2,1,9,48,ORL,ORL,fg3_miss,1,False,False,MISS Fournier 25' 3PT Jump Shot,,2-6,2,6
0021700229,2017-11-18,ORL,UTA,2.28,1,9,43,UTA,UTA,reb,0,False,False,,Favors REBOUND (Off:0 Def:1),2-6,2,6
0021700229,2017-11-18,ORL,UTA,2.37,1,9,38,UTA,ORL,foul,2,False,False,Payton S.FOUL (P1.T1) (J.Capers),,2-6,2,6
0021700229,2017-11-18,ORL,UTA,2.37,1,9,38,UTA,UTA,ft_make,11,False,False,,Rubio Free Throw 1 of 2 (1 PTS),2-7,2,7
0021700229,2017-11-18,ORL,UTA,2.37,1,9,38,UTA,UTA,ft_make,12,False,False,,Rubio Free Throw 2 of 2 (2 PTS),2-8,2,8
0021700229,2017-11-18,ORL,UTA,2.52,1,9,29,ORL,ORL,fg_miss,78,False,False,MISS Payton 10' Floating Jump Shot,,2-8,2,8
0021700229,2017-11-18,ORL,UTA,2.58,1,9,25,ORL,ORL,reb,0,False,False,Vucevic REBOUND (Off:1 Def:0),,2-8,2,8
0021700229,2017-11-18,ORL,UTA,2.6,1,9,24,ORL,ORL,fg_miss,5,False,False,MISS Gordon 4' Layup,,2-8,2,8
0021700229,2017-11-18,ORL,UTA,2.62,1,9,23,ORL,ORL,reb,0,False,False,Gordon REBOUND (Off:1 Def:0),,2-8,2,8
0021700229,2017-11-18,ORL,UTA,2.62,1,9,23,ORL,ORL,fg_make,97,False,False,Gordon 1' Tip Layup Shot (2 PTS),,4-8,4,8
0021700229,2017-11-18,ORL,UTA,2.85,1,9,9,UTA,ORL,foul,2,False,False,Vucevic S.FOUL (P1.T2) (J.Sterling),,4-8,4,8
0021700229,2017-11-18,ORL,UTA,2.85,1,9,9,UTA,UTA,ft_make,11,False,False,,Favors Free Throw 1 of 2 (3 PTS),4-9,4,9
0021700229,2017-11-18,ORL,UTA,2.85,1,9,9,UTA,UTA,ft_make,12,False,False,,Favors Free Throw 2 of 2 (4 PTS),4-10,4,10
0021700229,2017-11-18,ORL,UTA,3.08,1,8,55,ORL,ORL,fg3_make,1,False,False,Fournier 26' 3PT Jump Shot (3 PTS),,7-10,7,10
0021700229,2017-11-18,ORL,UTA,3.33,1,8,40,UTA,UTA,fg3_miss,1,False,False,,MISS Ingles 3PT Jump Shot,7-10,7,10
0021700229,2017-11-18,ORL,UTA,3.38,1,8,37,ORL,ORL,reb,0,False,False,Gordon REBOUND (Off:1 Def:1),,7-10,7,10
