game_id,date,home,vis,pos,team,event,event_deets,block,ORL_desc,neut_desc,MIA_desc,ORL_score,MIA_score
0022100493,2021-12-26,ORL,MIA,ORL,MIA,block,5,True,,,Gravett BLOCK (1 BLK),,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,oreb,0,False,HEAT Rebound,,,,
0022100493,2021-12-26,ORL,MIA,ORL,,jump_ball,0,False, ,,,,
0022100493,2021-12-26,ORL,MIA,,,period_end,0,False,,End of 1st Period (4:09 PM EST),,24,22
0022100493,2021-12-26,ORL,MIA,MIA,,period_start,0,False,,Start of 2nd Period (4:11 PM EST),,24,22
0022100493,2021-12-26,ORL,MIA,MIA,MIA,foul,1,False,,,Frazier P.FOUL (P1.T1) (D.Mosher),,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg3_miss,1,False,MISS Garrett 3PT Jump Shot,,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,oreb,0,False,Haslem REBOUND (Off:1 Def:1),,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,tov,11,False,HEAT Turnover: Shot Clock (T#3),,,,
0022100493,2021-12-26,ORL,MIA,MIA,ORL,foul,3,False,Haslem L.B.FOUL (P2.T1) (D.Mosher),,,,
0022100493,2021-12-26,ORL,MIA,MIA,MIA,tov,40,False,,,Carter Jr. Out of Bounds Lost Ball Turnover (P3.T7),,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg_make,98,False,Haslem 1' Cutting Layup Shot (6 PTS) (Herro 3 AST),,,24,24
0022100493,2021-12-26,ORL,MIA,MIA,MIA,fg3_make,1,False,,,Gravett 25' 3PT Jump Shot (9 PTS) (Hampton 2 AST),27,24
0022100493,2021-12-26,ORL,MIA,ORL,ORL,foul,26,False,Martin Offensive Charge Foul (P1) (B.Taylor),,,,
0022100493,2021-12-26,ORL,MIA,MIA,MIA,tov,37,False,Martin Offensive Foul Turnover (P1.T4),,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg3_miss,80,False,,,MISS Gravett 26' 3PT Step Back Jump Shot,,
0022100493,2021-12-26,ORL,MIA,ORL,MIA,dreb,0,False,,,Magic Rebound,,
0022100493,2021-12-26,ORL,MIA,MIA,MIA,tov,11,False,,,Magic Turnover: Shot Clock (T#8),,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg_miss,79,False,MISS Herro 18' Pullup Jump Shot,,,,
0022100493,2021-12-26,ORL,MIA,ORL,MIA,dreb,0,False,,,Gravett REBOUND (Off:0 Def:1),,
0022100493,2021-12-26,ORL,MIA,MIA,MIA,fg3_miss,1,False,,,MISS Frazier 24' 3PT Jump Shot,,
0022100493,2021-12-26,ORL,MIA,MIA,ORL,dreb,0,False,Yurtseven REBOUND (Off:0 Def:2),,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg3_miss,1,False,MISS Vincent 25' 3PT Jump Shot,,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,oreb,0,False,Yurtseven REBOUND (Off:1 Def:2),,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg_miss,6,False,MISS Vincent 3' Driving Layup,,,,
0022100493,2021-12-26,ORL,MIA,ORL,MIA,dreb,0,False,,,Carter Jr. REBOUND (Off:3 Def:5),,
0022100493,2021-12-26,ORL,MIA,MIA,MIA,tov,1,False,Herro STEAL (1 STL),,Gravett Bad Pass Turnover (P1.T9),,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg_make,5,False,Yurtseven 1' Layup (6 PTS) (Herro 4 AST),,,27,26
0022100493,2021-12-26,ORL,MIA,MIA,MIA,fg3_miss,1,False,,,MISS Ford 25' 3PT Jump Shot,,
0022100493,2021-12-26,ORL,MIA,MIA,ORL,dreb,0,False,Vincent REBOUND (Off:0 Def:1),,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg3_miss,1,False,MISS Herro 26' 3PT Jump Shot,,,,
0022100493,2021-12-26,ORL,MIA,ORL,MIA,dreb,0,False,,,Carter Jr. REBOUND (Off:3 Def:6),,
0022100493,2021-12-26,ORL,MIA,MIA,ORL,foul,1,False,Herro P.FOUL (P1.T2) (J.Goldenberg),,,,
0022100493,2021-12-26,ORL,MIA,MIA,ORL,foul,16,False,,"Double Technical - Herro, Hampton (J.Goldenberg)",,,
0022100493,2021-12-26,ORL,MIA,MIA,MIA,tov,45,False,,,Frazier Out of Bounds - Bad Pass Turnover Turnover (P2.T10),,
0022100493,2021-12-26,ORL,MIA,ORL,MIA,foul,2,False,,,Ford S.FOUL (P1.T2) (J.Goldenberg),,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,ft_make,11,False,Butler Free Throw 1 of 2 (11 PTS),,,27,27
0022100493,2021-12-26,ORL,MIA,ORL,ORL,ft_make,12,False,Butler Free Throw 2 of 2 (12 PTS),,,27,28
0022100493,2021-12-26,ORL,MIA,MIA,MIA,fg_miss,80,False,,,MISS Hampton 19' Step Back Jump Shot,,
0022100493,2021-12-26,ORL,MIA,MIA,ORL,dreb,0,False,Yurtseven REBOUND (Off:1 Def:3),,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg3_miss,1,False,MISS Martin 26' 3PT Jump Shot,,,,
0022100493,2021-12-26,ORL,MIA,ORL,MIA,dreb,0,False,,,Carter Jr. REBOUND (Off:3 Def:7),,
0022100493,2021-12-26,ORL,MIA,MIA,MIA,fg_make,1,False,,,Carter Jr. 21' Jump Shot (3 PTS) (Hampton 3 AST),29,28
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg3_make,1,False,Martin 25' 3PT Jump Shot (3 PTS) (Herro 5 AST),,,29,31
0022100493,2021-12-26,ORL,MIA,MIA,MIA,fg3_miss,1,False,,,MISS Schofield 27' 3PT Jump Shot,,
0022100493,2021-12-26,ORL,MIA,MIA,ORL,dreb,0,False,Yurtseven REBOUND (Off:1 Def:4),,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg_make,78,False,Yurtseven 1' Floating Jump Shot (8 PTS) (Herro 6 AST),,,29,33
0022100493,2021-12-26,ORL,MIA,MIA,MIA,fg3_miss,1,False,,,MISS Gravett 26' 3PT Jump Shot,,
0022100493,2021-12-26,ORL,MIA,MIA,ORL,dreb,0,False,Herro REBOUND (Off:0 Def:2),,,,
0022100493,2021-12-26,ORL,MIA,ORL,MIA,foul,1,False,,,Carter Jr. P.FOUL (P1.T3) (B.Taylor),,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,timeout,1,False,HEAT Timeout: Regular (Full 3 Short 0),,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg3_miss,1,False,MISS Robinson 25' 3PT Jump Shot,,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg_make,107,False,Yurtseven Tip Dunk Shot (10 PTS),,,29,35
0022100493,2021-12-26,ORL,MIA,MIA,ORL,dreb,0,False,Yurtseven REBOUND (Off:2 Def:4),,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg_make,58,False,,,Lopez 6' Turnaround Hook Shot (2 PTS),31,35
0022100493,2021-12-26,ORL,MIA,MIA,MIA,tov,40,False,Yurtseven Out of Bounds Lost Ball Turnover (P1.T5),,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,tov,1,False,Butler STEAL (3 STL),,Harris Bad Pass Turnover (P1.T11),,
0022100493,2021-12-26,ORL,MIA,MIA,MIA,fg_make,50,False,Martin 1' Running Dunk (5 PTS) (Yurtseven 2 AST),,,31,37
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg_make,6,False,,,Harris 2' Driving Layup (11 PTS),33,37
0022100493,2021-12-26,ORL,MIA,MIA,MIA,fg3_miss,1,False,MISS Robinson 26' 3PT Jump Shot,,,,
0022100493,2021-12-26,ORL,MIA,MIA,MIA,oreb,0,False,,,Lopez REBOUND (Off:1 Def:1),,
0022100493,2021-12-26,ORL,MIA,MIA,MIA,tov,39,False,,,Wagner Step Out of Bounds Turnover (P3.T12),,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg_miss,1,False,MISS Butler 6' Jump Shot,,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,oreb,0,False,Yurtseven REBOUND (Off:3 Def:4),,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg_miss,5,True,MISS Yurtseven 2' Layup,,,,
0022100493,2021-12-26,ORL,MIA,ORL,MIA,block,5,True,,,Schofield BLOCK (1 BLK),,
