game_id,date,home,vis,period,mins,secs,pos,team,event,event_deets,block,steal,home_desc,vis_desc,home_score,vis_score
0022100004,2021-10-20,DET,CHI,1,12,0,,,period_start,0,False,False,,,,
0022100004,2021-10-20,DET,CHI,1,12,0,,DET,jump_ball,0,False,False,Jump Ball Stewart vs. Vucevic: Tip to Hayes,,,
0022100004,2021-10-20,DET,CHI,1,11,39,DET,DET,fg_miss,79,False,False,MISS Jackson 15' Pullup Jump Shot,,,
0022100004,2021-10-20,DET,CHI,1,11,36,CHI,CHI,reb,0,False,False,,Vucevic REBOUND (Off:0 Def:1),,
0022100004,2021-10-20,DET,CHI,1,11,28,CHI,CHI,fg3_miss,1,False,False,,MISS Ball 27' 3PT Jump Shot,,
0022100004,2021-10-20,DET,CHI,1,11,23,DET,DET,reb,0,False,False,Grant REBOUND (Off:0 Def:1),,,
0022100004,2021-10-20,DET,CHI,1,11,12,DET,DET,fg_miss,63,False,False,MISS Grant 15' Fadeaway Jumper,,,
0022100004,2021-10-20,DET,CHI,1,11,10,CHI,CHI,reb,0,False,False,,DeRozan REBOUND (Off:0 Def:1),,
0022100004,2021-10-20,DET,CHI,1,11,6,CHI,DET,foul,1,False,False,Bey P.FOUL (P1.T1) (M.Dagher),,,
0022100004,2021-10-20,DET,CHI,1,10,58,CHI,CHI,fg_make,6,False,False,,LaVine 4' Driving Layup (2 PTS) (Vucevic 1 AST),2,0
0022100004,2021-10-20,DET,CHI,1,10,42,DET,DET,fg3_miss,79,False,False,MISS Bey 26' 3PT Pullup Jump Shot,,,
0022100004,2021-10-20,DET,CHI,1,10,39,CHI,CHI,reb,0,False,False,,Vucevic REBOUND (Off:0 Def:2),,
0022100004,2021-10-20,DET,CHI,1,10,32,CHI,CHI,fg_miss,63,False,False,,MISS LaVine 9' Fadeaway Jumper,,
0022100004,2021-10-20,DET,CHI,1,10,30,DET,DET,reb,0,False,False,Bey REBOUND (Off:0 Def:1),,,
0022100004,2021-10-20,DET,CHI,1,10,22,DET,DET,fg_miss,5,True,False,MISS Stewart 3' Layup,,,
0022100004,2021-10-20,DET,CHI,1,10,22,DET,CHI,block,5,True,False,block,block,,
0022100004,2021-10-20,DET,CHI,1,10,19,DET,DET,reb,0,False,False,Stewart REBOUND (Off:1 Def:0),,,
0022100004,2021-10-20,DET,CHI,1,10,17,DET,DET,fg_make,5,False,False,Stewart 2' Layup (2 PTS),,2,2
0022100004,2021-10-20,DET,CHI,1,10,1,CHI,CHI,fg_make,108,False,False,,Williams 2' Cutting Dunk Shot (2 PTS) (Vucevic 2 AST),4,2
0022100004,2021-10-20,DET,CHI,1,9,41,DET,CHI,foul,1,False,False,,LaVine P.FOUL (P1.T1) (T.Ford),,
0022100004,2021-10-20,DET,CHI,1,9,30,DET,DET,fg_miss,79,False,False,MISS Hayes 8' Pullup Jump Shot,,,
0022100004,2021-10-20,DET,CHI,1,9,27,CHI,CHI,reb,0,False,False,,Vucevic REBOUND (Off:0 Def:3),,
0022100004,2021-10-20,DET,CHI,1,9,22,CHI,CHI,fg_miss,6,True,False,,MISS Ball 3' Driving Layup,,
0022100004,2021-10-20,DET,CHI,1,9,22,CHI,DET,block,6,True,False,block,block,,
0022100004,2021-10-20,DET,CHI,1,9,18,DET,DET,reb,0,False,False,Hayes REBOUND (Off:0 Def:1),,,
