home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline
IND,BOS,85,76,3,2:53,-245,185
IND,BOS,85,78,3,2:32,-155,125
IND,BOS,87,80,3,1:56,-150,120
IND,BOS,89,80,3,1:51,-220,170
IND,BOS,90,80,3,1:35,-315,230
IND,BOS,90,80,3,1:35,-225,175
IND,BOS,90,80,3,1:35,-265,200
IND,BOS,90,80,3,1:17,-265,200
IND,BOS,91,80,3,1:22,-300,220
IND,BOS,91,80,3,1:13,-350,250
IND,BOS,91,82,3,0:46,-245,185
IND,BOS,92,82,3,0:28,-290,215
IND,BOS,93,82,3,0:28,-315,230
IND,BOS,93,82,4,12:00,-435,300
IND,BOS,93,82,4,12:00,-370,260
IND,BOS,93,82,4,11:55,-370,260
IND,BOS,93,82,4,11:35,-370,260
IND,BOS,93,83,4,11:37,-290,215
IND,BOS,93,84,4,11:20,-225,175
IND,BOS,93,84,4,11:00,-225,175
IND,BOS,93,84,4,10:22,-400,280
IND,BOS,95,84,4,10:11,-450,310
IND,BOS,95,84,4,9:38,-500,340
IND,BOS,95,86,4,9:28,-400,280
IND,BOS,97,88,4,8:52,-435,300
IND,BOS,97,89,4,8:50,-265,200
IND,BOS,97,89,4,8:37,-330,240
IND,BOS,99,89,4,8:20,-525,350
IND,BOS,99,92,4,8:03,-280,210
IND,BOS,104,92,4,7:24,-950,550
IND,BOS,104,92,4,7:24,-775,475
IND,BOS,104,92,4,7:08,-825,500
IND,BOS,107,92,4,6:33,-2000,900
IND,BOS,107,95,4,6:06,-1450,750
IND,BOS,109,97,4,5:30,-1600,800
IND,BOS,112,97,4,5:03,-1600,800
IND,BOS,112,98,4,5:03,-2000,900
IND,BOS,114,99,4,4:44,-2400,1000
IND,BOS,114,99,4,4:40,-2400,1000
IND,BOS,116,99,4,4:08,-2400,1000
IND,BOS,116,99,4,4:07,-2400,1000
IND,BOS,116,101,4,4:03,-2400,1000
IND,BOS,120,101,4,3:32,-2400,1000
IND,BOS,120,104,4,3:00,-2400,1000
IND,BOS,120,104,4,2:51,-2400,1000
IND,BOS,122,104,4,2:50,-2400,1000
IND,BOS,122,104,4,2:41,-2400,1000
IND,BOS,124,104,4,2:07,-2400,1000
IND,BOS,126,104,4,1:46,-2400,1000
IND,BOS,126,104,4,1:30,-2400,1000
IND,BOS,126,104,4,1:29,-2400,1000
IND,BOS,126,107,4,1:02,-2400,1000
IND,BOS,128,107,F,,-2400,1000
CHA,DET,15,10,1,5:41,-775,475
HOU,LA,14,15,1,4:14,230,-315
GS,DAL,,,,,-170,150
POR,DEN,,,,,280,-365
LA,NO,,,,,-120,100
HOU,LA,14,15,1,4:02,250,-350
CHA,DET,18,12,1,5:23,-825,500
HOU,LA,14,15,1,3:32,230,-315
CHA,DET,18,15,1,4:43,-625,400
HOU,LA,15,15,1,3:24,210,-280
CHA,DET,18,15,1,4:36,-625,400
HOU,LA,18,15,1,3:03,185,-245
CHA,DET,18,17,1,4:20,-600,385
HOU,LA,18,15,1,2:56,170,-220
CHA,DET,18,17,1,3:48,-600,385
HOU,LA,21,15,1,2:19,145,-175
HOU,LA,25,17,1,1:46,140,-170
HOU,LA,25,17,1,1:28,120,-150
HOU,LA,25,17,1,1:28,110,-140
CHA,DET,18,17,1,3:48,-625,400
LA,NO,,,,,-115,-105
CHA,DET,20,19,1,3:18,-625,400
CHA,DET,20,19,1,3:04,-775,475
HOU,LA,25,17,1,1:16,130,-160
CHA,DET,21,19,1,3:03,-775,475
HOU,LA,28,17,1,0:58,100,-130
CHA,DET,21,19,1,2:54,-775,475
HOU,LA,28,19,1,0:35,105,-135
CHA,DET,21,23,1,2:22,-550,360
HOU,LA,28,19,2,12:00,105,-135
CHA,DET,21,25,1,2:00,-475,325
HOU,LA,28,19,1,,110,-140
CHA,DET,26,27,1,1:18,-525,350
CHA,DET,26,29,1,0:47,-435,300
CHA,DET,28,29,1,0:20,-525,350
CHA,DET,28,31,1,,-450,310
HOU,LA,28,19,2,12:00,-105,-125
CHA,DET,28,31,2,12:00,-450,310
CHA,DET,28,31,2,12:00,-370,260
HOU,LA,28,21,2,11:39,-105,-125
HOU,LA,28,21,2,11:19,110,-140
HOU,LA,28,21,2,11:11,105,-135
GS,DAL,,,,,-165,145
HOU,LA,31,23,2,10:30,-110,-120
GS,DAL,,,,,-160,140
HOU,LA,34,25,2,9:52,-120,-110
HOU,LA,34,25,2,9:45,-110,-120
CHA,DET,28,31,2,12:00,-420,290
HOU,LA,34,27,2,9:29,105,-135
CHA,DET,30,31,2,11:38,-450,310
HOU,LA,34,27,2,9:13,110,-140
CHA,DET,30,31,2,11:16,-500,340
HOU,LA,36,27,2,8:41,-110,-120
CHA,DET,32,31,2,10:52,-550,360
HOU,LA,36,27,2,8:31,100,-130
CHA,DET,32,31,2,10:45,-600,385
HOU,LA,36,27,2,8:33,105,-135
CHA,DET,32,32,2,10:35,-550,360
CHA,DET,32,34,2,10:25,-450,310
CHA,DET,32,34,2,10:01,-400,280
HOU,LA,36,27,2,8:33,100,-130
CHA,DET,32,34,2,9:45,-450,310
HOU,LA,36,27,2,8:33,-110,-120
CHA,DET,32,36,2,9:33,-435,300
HOU,LA,36,27,2,8:11,-120,-110
CHA,DET,32,36,2,9:17,-315,230
HOU,LA,36,27,2,7:59,-130,100
CHA,DET,35,36,2,8:46,-450,310
HOU,LA,38,27,2,7:57,-130,100
CHA,DET,35,36,2,8:16,-500,340
HOU,LA,40,27,2,7:22,-155,125
CHA,DET,35,36,2,7:59,-435,300
HOU,LA,40,29,2,6:51,-150,120
GS,DAL,,,,,-160,130
CHA,DET,35,36,2,7:32,-435,300
HOU,LA,40,29,2,6:45,-150,120
GS,DAL,0,0,1,11:43,-160,130
CHA,DET,35,39,2,7:24,-350,250
HOU,LA,40,29,2,6:45,-140,110
GS,DAL,0,0,1,11:28,-160,130
GS,DAL,0,0,1,10:58,-170,140
GS,DAL,0,0,1,10:40,-170,140
GS,DAL,4,0,1,10:15,-210,165
GS,DAL,4,0,1,9:44,-210,165
HOU,LA,40,29,2,6:51,-140,110
GS,DAL,4,3,1,9:21,-165,135
CHA,DET,38,39,2,7:02,-435,300
HOU,LA,40,29,2,6:51,-135,105
GS,DAL,4,3,1,9:10,-195,155
CHA,DET,38,39,2,6:25,-435,300
HOU,LA,42,29,2,6:42,-160,130
GS,DAL,4,3,1,9:10,-170,140
CHA,DET,43,39,2,5:53,-825,500
HOU,LA,42,29,2,6:15,-175,145
GS,DAL,7,5,1,8:44,-200,160
CHA,DET,43,42,2,5:29,-550,360
HOU,LA,42,29,2,5:58,-160,130
GS,DAL,13,5,1,8:11,-280,210
CHA,DET,43,45,2,4:54,-385,270
HOU,LA,42,31,2,5:58,-150,120
GS,DAL,13,5,1,7:41,-315,230
CHA,DET,45,45,2,4:39,-550,360
HOU,LA,42,31,2,5:40,-150,120
GS,DAL,13,5,1,7:33,-315,230
HOU,LA,42,31,2,5:24,-135,105
GS,DAL,15,5,1,7:29,-330,240
CHA,DET,45,45,2,4:24,-575,375
HOU,LA,42,31,2,5:18,-150,120
CHA,DET,47,45,2,4:08,-625,400
HOU,LA,42,31,2,4:58,-150,120
CHA,DET,47,47,2,3:46,-475,325
HOU,LA,44,34,2,4:27,-140,110
CHA,DET,47,45,2,3:46,-675,425
HOU,LA,44,34,2,4:15,-155,125
CHA,DET,47,48,2,3:44,-675,425
HOU,LA,44,34,2,4:15,-140,110
CHA,DET,47,48,2,3:36,-475,325
HOU,LA,46,34,2,3:46,-150,120
GS,DAL,15,5,1,7:25,-330,240
CHA,DET,47,48,2,3:36,-450,310
HOU,LA,46,34,2,3:32,-170,140
GS,DAL,15,6,1,7:16,-300,220
CHA,DET,48,48,2,3:18,-550,360
HOU,LA,46,37,2,3:02,-125,-105
GS,DAL,15,7,1,7:02,-300,220
CHA,DET,48,48,2,3:14,-600,385
HOU,LA,46,39,2,2:32,-110,-120
GS,DAL,15,7,1,6:59,-300,220
CHA,DET,49,48,2,3:08,-550,360
HOU,LA,46,39,2,2:28,-115,-115
GS,DAL,15,7,1,6:35,-315,230
POR,DEN,,,,,290,-380
CHA,DET,49,53,2,2:36,-330,240
GS,DAL,17,9,1,6:03,-315,230
CHA,DET,49,53,2,2:20,-330,240
GS,DAL,20,12,1,5:29,-315,230
GS,DAL,22,12,1,5:12,-370,260
GS,DAL,22,12,1,4:47,-330,240
GS,DAL,24,12,1,4:21,-435,300
HOU,LA,46,39,2,2:09,105,-135
GS,DAL,27,12,1,4:07,-525,350
HOU,LA,46,40,2,2:04,100,-130
CHA,DET,49,53,2,1:49,-280,210
HOU,LA,46,40,2,1:46,-110,-120
HOU,LA,48,40,2,1:49,-115,-115
CHA,DET,49,55,2,1:16,-200,160
HOU,LA,48,40,2,1:33,-115,-115
CHA,DET,49,55,2,1:01,-235,180
HOU,LA,48,41,2,1:33,-105,-125
CHA,DET,52,55,2,0:50,-300,220
HOU,LA,48,42,2,1:09,110,-140
CHA,DET,52,58,2,0:21,-220,170
HOU,LA,50,45,2,0:40,120,-150
GS,DAL,30,14,1,3:35,-625,400
CHA,DET,54,58,2,,-245,185
HOU,LA,50,45,2,0:09,120,-150
GS,DAL,30,14,1,3:16,-550,360
CHA,DET,54,58,2,,-265,200
GS,DAL,30,15,1,3:16,-550,360
CHA,DET,54,58,3,12:00,-265,200
HOU,LA,50,46,2,0:09,130,-160
GS,DAL,32,16,1,3:02,-600,385
GS,DAL,32,19,1,2:31,-475,325
CHA,DET,54,58,3,12:00,-220,170
HOU,LA,50,46,3,12:00,125,-155
GS,DAL,33,19,1,2:34,-525,350
GS,DAL,34,22,1,2:17,-450,310
HOU,LA,50,46,3,12:00,130,-160
GS,DAL,34,22,1,1:43,-475,325
GS,DAL,34,22,1,1:14,-450,310
GS,DAL,34,22,1,0:40,-500,340
GS,DAL,37,22,1,0:06,-675,425
GS,DAL,37,22,1,0:06,-775,475
GS,DAL,37,23,1,0:01,-725,450
GS,DAL,37,24,1,0:01,-600,385
GS,DAL,37,24,2,12:00,-525,350
GS,DAL,39,24,2,11:27,-525,350
GS,DAL,39,26,2,10:57,-600,385
GS,DAL,39,26,2,10:43,-475,325
GS,DAL,42,28,2,10:08,-550,360
GS,DAL,42,28,2,9:49,-550,360
GS,DAL,42,28,2,9:49,-600,385
GS,DAL,42,28,2,9:49,-775,475
CHA,DET,54,58,3,11:36,-175,145
GS,DAL,42,31,2,9:18,-435,300
CHA,DET,54,60,3,11:01,-175,145
HOU,LA,50,48,3,11:27,140,-170
GS,DAL,44,36,2,8:42,-385,270
CHA,DET,54,61,3,10:56,-140,110
HOU,LA,50,48,3,11:29,140,-170
GS,DAL,44,36,2,8:29,-385,270
CHA,DET,56,61,3,10:44,-170,140
HOU,LA,50,50,3,11:07,185,-245
GS,DAL,45,36,2,8:29,-385,270
CHA,DET,57,63,3,10:19,-150,120
HOU,LA,50,51,3,11:00,190,-255
GS,DAL,46,36,2,8:20,-400,280
CHA,DET,57,63,3,10:06,-160,130
HOU,LA,50,51,3,10:28,215,-290
GS,DAL,46,38,2,8:05,-385,270
CHA,DET,59,63,3,10:06,-185,150
HOU,LA,50,52,3,10:28,250,-350
GS,DAL,48,38,2,7:30,-435,300
CHA,DET,59,63,3,9:37,-185,150
HOU,LA,50,53,3,10:28,260,-370
GS,DAL,50,38,2,7:01,-525,350
CHA,DET,59,63,3,9:24,-265,200
HOU,LA,50,53,3,10:08,200,-265
CHA,DET,61,63,3,9:04,-300,220
HOU,LA,54,53,3,9:25,140,-170
GS,DAL,50,41,2,6:51,-435,300
CHA,DET,61,63,3,8:43,-350,250
HOU,LA,54,53,3,9:17,140,-170
LA,NO,,,,,-135,115
CHA,DET,64,63,3,8:16,-435,300
HOU,LA,54,53,3,9:14,120,-150
CHA,DET,64,63,3,8:16,-475,325
HOU,LA,57,53,3,8:41,-115,-115
CHA,DET,66,64,3,8:00,-475,325
HOU,LA,59,55,3,8:05,-115,-115
CHA,DET,66,64,3,7:38,-475,325
HOU,LA,59,55,3,7:56,-140,110
CHA,DET,66,67,3,7:14,-350,250
HOU,LA,59,57,3,7:18,105,-135
GS,DAL,50,41,2,6:50,-435,300
CHA,DET,66,67,3,7:14,-280,210
HOU,LA,59,57,3,7:17,165,-210
GS,DAL,50,41,2,6:23,-400,280
CHA,DET,67,70,3,6:52,-210,165
HOU,LA,59,60,3,6:58,250,-350
GS,DAL,50,41,2,6:13,-475,325
CHA,DET,69,70,3,6:33,-245,185
HOU,LA,59,60,3,6:51,250,-350
GS,DAL,50,41,2,5:38,-475,325
HOU,LA,59,60,3,6:51,200,-265
GS,DAL,52,41,2,5:12,-525,350
HOU,LA,59,60,3,6:51,190,-255
GS,DAL,52,41,2,5:06,-525,350
GS,DAL,52,41,2,5:06,-475,325
GS,DAL,52,44,2,4:48,-400,280
GS,DAL,52,44,2,4:03,-400,280
CHA,DET,69,72,3,6:15,-200,160
HOU,LA,59,60,3,6:36,190,-255
CHA,DET,69,72,3,5:48,-200,160
HOU,LA,61,60,3,6:06,170,-220
GS,DAL,52,44,2,3:43,-350,250
CHA,DET,69,72,3,5:48,-220,170
HOU,LA,64,62,3,5:30,150,-185
GS,DAL,52,46,2,3:07,-315,230
CHA,DET,69,72,3,5:34,-220,170
HOU,LA,64,62,3,5:10,150,-185
GS,DAL,54,46,2,2:31,-350,250
CHA,DET,72,74,3,5:04,-210,165
HOU,LA,64,63,3,5:10,170,-220
GS,DAL,56,46,2,1:49,-450,310
CHA,DET,74,74,3,4:43,-300,220
HOU,LA,64,64,3,4:55,155,-195
GS,DAL,56,46,2,1:23,-450,310
CHA,DET,74,74,3,4:29,-350,250
GS,DAL,58,46,2,1:02,-625,400
CHA,DET,75,74,3,4:15,-400,280
HOU,LA,64,64,3,4:55,170,-220
GS,DAL,58,46,2,1:02,-675,425
CHA,DET,76,74,3,4:13,-435,300
HOU,LA,65,64,3,4:39,170,-220
GS,DAL,58,46,2,0:53,-675,425
CHA,DET,78,74,3,3:38,-625,400
HOU,LA,65,65,3,4:39,200,-265
GS,DAL,58,48,2,0:25,-525,350
CHA,DET,78,74,3,3:36,-625,400
HOU,LA,65,66,3,4:39,210,-280
GS,DAL,58,48,2,0:17,-550,360
HOU,LA,68,67,3,4:17,165,-210
GS,DAL,60,48,3,12:00,-725,450
CHA,DET,78,74,3,3:36,-775,475
HOU,LA,70,67,3,3:55,120,-150
CHA,DET,78,74,3,3:36,-675,425
HOU,LA,70,67,3,3:19,100,-130
HOU,LA,72,67,3,3:11,-120,-110
CHA,DET,78,76,3,3:14,-420,290
HOU,LA,72,67,3,3:11,-110,-120
CHA,DET,78,76,3,2:44,-370,260
CHA,DET,78,76,3,2:44,-330,240
CHA,DET,78,78,3,2:37,-300,220
HOU,LA,72,67,3,3:14,-110,-120
GS,DAL,60,48,3,12:00,-625,400
CHA,DET,78,78,3,2:03,-290,215
HOU,LA,72,67,3,2:50,-110,-120
CHA,DET,80,78,3,2:01,-400,280
HOU,LA,74,69,3,2:17,-115,-115
CHA,DET,80,78,3,1:28,-500,340
HOU,LA,74,69,3,1:52,-130,100
CHA,DET,82,80,3,0:57,-385,270
HOU,LA,74,69,3,1:52,-120,-110
CHA,DET,82,82,3,0:30,-330,240
HOU,LA,74,69,3,1:52,-135,105
CHA,DET,84,82,3,0:10,-385,270
HOU,LA,76,72,3,1:25,-150,120
CHA,DET,84,82,3,,-400,280
HOU,LA,76,72,3,1:09,-140,110
HOU,LA,77,72,3,1:09,-140,110
CHA,DET,84,82,4,12:00,-400,280
HOU,LA,77,74,3,0:52,-105,-125
HOU,LA,77,74,3,0:31,110,-140
HOU,LA,77,74,3,0:29,-110,-120
HOU,LA,80,74,4,12:00,-175,145
HOU,LA,80,74,4,12:00,-160,130
