home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline
HOU,MEM,121,112,4,1:14,-3200,1200
CLE,TOR,77,64,4,10:45,-2800,1100
DEN,NO,71,68,3,6:43,-245,185
LA,NY,,,,,-210,175
HOU,MEM,122,112,4,0:58,-3200,1200
CLE,TOR,80,64,4,10:19,-5000,1600
DEN,NO,71,68,3,6:35,-245,185
HOU,MEM,123,112,4,0:57,-3200,1200
CLE,TOR,80,64,4,9:59,-5000,1600
DEN,NO,71,68,3,6:06,-235,180
CLE,TOR,82,64,4,9:38,-5000,1600
DEN,NO,71,72,3,5:35,-160,130
CLE,TOR,82,65,4,9:25,-5000,1600
DEN,NO,73,72,3,5:14,-200,160
CLE,TOR,82,65,4,9:17,-5000,1600
DEN,NO,73,72,3,5:08,-185,150
CLE,TOR,82,68,4,8:50,-4500,1500
DEN,NO,73,74,3,4:50,-130,100
CLE,TOR,84,68,4,8:20,-5000,1600
DEN,NO,75,74,3,4:21,-200,160
CLE,TOR,84,70,4,7:59,-4500,1500
DEN,NO,75,74,3,3:58,-195,155
CLE,TOR,84,70,4,7:44,-4500,1500
DEN,NO,75,74,3,3:58,-185,150
CLE,TOR,86,70,4,7:44,-4500,1500
DEN,NO,75,74,3,3:45,-195,155
CLE,TOR,86,70,4,7:25,-4500,1500
DEN,NO,77,74,3,3:19,-235,180
DEN,NO,77,75,3,3:19,-185,150
DEN,NO,77,76,3,3:04,-185,150
DEN,NO,78,76,3,3:04,-200,160
DEN,NO,79,76,3,2:50,-210,165
DEN,NO,79,76,3,2:50,-185,150
CLE,TOR,86,72,4,7:24,-4500,1500
CLE,TOR,86,72,4,7:10,-4500,1500
DEN,NO,79,76,3,2:50,-175,145
CLE,TOR,88,74,4,6:48,-4500,1500
CLE,TOR,88,75,4,6:39,-4500,1500
CLE,TOR,88,77,4,6:19,-4500,1500
CLE,TOR,88,77,4,5:55,-4500,1500
DEN,NO,79,77,3,2:35,-255,190
DEN,NO,80,77,3,2:35,-265,200
DEN,NO,80,79,3,2:13,-175,145
DEN,NO,80,80,3,2:12,-165,135
DEN,NO,80,80,3,1:54,-140,110
DEN,NO,80,81,3,1:54,-130,100
DEN,NO,82,82,3,1:29,-130,100
CLE,TOR,91,80,4,5:19,-4500,1500
DEN,NO,82,85,3,1:17,-110,-120
CLE,TOR,93,80,4,4:57,-4500,1500
DEN,NO,84,85,3,1:34,-125,-105
CLE,TOR,94,80,4,4:53,-4500,1500
DEN,NO,84,88,3,1:03,125,-155
CLE,TOR,94,83,4,4:36,-4500,1500
DEN,NO,84,88,3,1:03,120,-150
CLE,TOR,96,83,4,3:50,-4500,1500
DEN,NO,84,89,3,1:03,140,-170
DEN,NO,84,90,3,1:03,140,-170
DEN,NO,84,94,3,0:48,220,-300
CLE,TOR,96,83,4,3:49,-4500,1500
CLE,TOR,96,83,4,3:31,-4500,1500
DEN,NO,84,94,3,0:27,260,-370
CLE,TOR,96,85,4,3:26,-4500,1500
DEN,NO,84,94,4,12:00,250,-350
CLE,TOR,96,86,4,3:12,-4500,1500
DEN,NO,84,94,4,12:00,270,-385
CLE,TOR,96,86,4,3:09,-4500,1500
CLE,TOR,96,86,4,2:47,-4500,1500
DEN,NO,84,94,4,12:00,280,-400
CLE,TOR,96,88,4,2:36,-4500,1500
DEN,NO,84,94,4,11:59,280,-400
DEN,NO,84,94,4,11:35,340,-500
CLE,TOR,98,88,4,2:04,-4500,1500
DEN,NO,87,94,4,11:09,180,-235
CLE,TOR,100,90,4,1:37,-4500,1500
DEN,NO,88,94,4,10:53,165,-210
CLE,TOR,100,95,4,1:10,-4500,1500
DEN,NO,89,94,4,10:41,150,-185
DEN,NO,89,95,4,10:41,165,-210
DEN,NO,89,96,4,10:19,250,-350
DEN,NO,89,96,4,10:08,230,-315
CLE,TOR,100,95,4,1:05,-4500,1500
DEN,NO,89,97,4,10:08,280,-400
CLE,TOR,102,95,4,1:05,-4500,1500
DEN,NO,89,97,4,10:10,340,-500
DEN,NO,91,99,4,9:39,385,-600
CLE,TOR,102,95,4,0:29,-4500,1500
DEN,NO,91,99,4,9:27,220,-300
LA,NY,,,,,-225,185
DEN,NO,92,99,4,9:27,215,-290
DEN,NO,92,99,4,9:21,260,-370
CLE,TOR,102,95,4,0:21,-4500,1500
DEN,NO,94,99,4,8:59,185,-245
DEN,NO,94,101,4,8:30,230,-315
CLE,TOR,102,96,4,0:21,-4500,1500
DEN,NO,95,101,4,8:30,220,-300
