home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline
BOS,ATL,6,2,1,7:59,-315,230
TOR,BKN,27,21,1,3:08,-450,310
WAS,DET,52,47,2,3:55,-280,210
BOS,ATL,6,4,1,7:27,-280,210
TOR,BKN,27,21,1,3:05,-435,300
WAS,DET,54,47,2,3:42,-290,215
BOS,ATL,6,4,1,6:58,-265,200
TOR,BKN,30,21,1,2:38,-525,350
WAS,DET,54,49,2,3:22,-235,180
BOS,ATL,10,6,1,6:22,-280,210
WAS,DET,54,52,2,2:52,-185,150
BOS,ATL,10,8,1,5:49,-265,200
WAS,DET,54,52,2,2:52,-200,160
BOS,ATL,10,11,1,5:19,-220,170
WAS,DET,54,52,2,2:52,-210,165
BOS,ATL,12,11,1,4:49,-245,185
TOR,BKN,30,21,1,2:38,-575,375
WAS,DET,54,52,2,2:52,-220,170
BOS,ATL,12,11,1,4:41,-245,185
BOS,ATL,12,11,1,4:41,-265,200
TOR,BKN,30,21,1,2:34,-550,360
WAS,DET,54,52,2,2:52,-235,180
TOR,BKN,30,21,1,2:34,-525,350
TOR,BKN,30,21,1,2:09,-525,350
WAS,DET,55,52,2,2:54,-235,180
TOR,BKN,30,21,1,2:05,-525,350
HOU,LA,,,,,210,-260
WAS,DET,57,55,2,2:31,-235,180
TOR,BKN,30,21,1,1:42,-525,350
WAS,DET,57,55,2,2:01,-200,160
BOS,ATL,14,11,1,4:13,-300,220
TOR,BKN,30,21,1,1:32,-525,350
WAS,DET,57,57,2,1:58,-185,150
BOS,ATL,14,13,1,4:03,-265,200
TOR,BKN,32,21,1,1:25,-550,360
WAS,DET,59,57,2,1:25,-170,140
BOS,ATL,14,14,1,3:47,-245,185
TOR,BKN,32,21,1,0:59,-550,360
WAS,DET,61,60,2,1:05,-160,130
BOS,ATL,14,14,1,3:10,-245,185
TOR,BKN,32,23,1,0:28,-550,360
WAS,DET,61,60,2,1:05,-170,140
BOS,ATL,14,16,1,2:57,-210,165
TOR,BKN,32,23,1,0:14,-475,325
WAS,DET,63,62,2,0:37,-160,130
BOS,ATL,14,17,1,2:48,-210,165
TOR,BKN,32,25,1,0:14,-525,350
WAS,DET,63,62,2,0:33,-160,130
BOS,ATL,16,19,1,2:12,-220,170
TOR,BKN,32,25,1,,-475,325
WAS,DET,63,64,2,0:31,-160,130
BOS,ATL,16,19,1,2:02,-185,150
TOR,BKN,32,25,2,12:00,-475,325
WAS,DET,63,65,2,0:26,-145,115
BOS,ATL,19,19,1,1:30,-195,155
WAS,DET,63,65,2,,-165,135
BOS,ATL,19,19,1,1:05,-235,180
BOS,ATL,19,21,1,0:29,-185,150
WAS,DET,63,65,2,,-160,130
BOS,ATL,19,21,1,0:23,-175,145
WAS,DET,63,65,H,12:00,-160,130
TOR,BKN,32,27,2,11:33,-400,280
WAS,DET,63,64,3,12:00,-140,110
TOR,BKN,32,27,2,11:11,-385,270
MIN,GS,,,,,130,-160
HOU,LA,,,,,200,-265
WAS,DET,63,64,3,12:00,-175,145
TOR,BKN,34,29,2,10:31,-385,270
MIN,GS,0,0,1,11:57,125,-155
WAS,DET,63,64,3,12:00,-170,140
BOS,ATL,19,22,1,0:23,-175,145
TOR,BKN,36,29,2,9:58,-500,340
MIN,GS,3,2,1,11:27,130,-160
HOU,LA,0,2,1,11:32,240,-315
WAS,DET,63,64,3,12:00,-155,125
BOS,ATL,19,23,1,0:18,-155,125
TOR,BKN,36,31,2,9:28,-435,300
MIN,GS,3,2,1,10:56,140,-170
HOU,LA,2,4,1,10:58,240,-330
BOS,ATL,19,23,1,0:12,-155,125
TOR,BKN,36,31,2,9:28,-400,280
MIN,GS,3,2,1,10:44,120,-150
HOU,LA,4,6,1,10:25,240,-330
BOS,ATL,19,24,1,0:11,-140,110
TOR,BKN,36,31,2,9:28,-475,325
MIN,GS,6,2,1,10:22,-105,-125
HOU,LA,4,8,1,10:08,230,-315
BOS,ATL,19,25,2,12:00,-125,-105
MIN,GS,6,2,1,10:02,105,-135
HOU,LA,4,8,1,9:41,230,-315
BOS,ATL,19,25,1,,-125,-105
TOR,BKN,37,31,2,9:20,-475,325
MIN,GS,6,7,1,9:30,140,-170
HOU,LA,6,10,1,9:21,220,-300
WAS,DET,63,64,3,12:00,-150,120
BOS,ATL,19,27,1,,-110,-120
TOR,BKN,37,31,2,8:49,-525,350
MIN,GS,8,7,1,9:05,130,-160
HOU,LA,6,12,1,8:50,260,-370
BOS,ATL,19,28,2,12:00,-110,-120
TOR,BKN,37,34,2,8:38,-435,300
MIN,GS,10,12,1,8:24,145,-175
HOU,LA,6,12,1,8:17,260,-370
TOR,BKN,37,34,2,8:18,-385,270
MIN,GS,10,12,1,8:08,145,-175
HOU,LA,8,12,1,7:55,250,-350
BOS,ATL,19,28,2,12:00,-115,-115
TOR,BKN,37,35,2,8:18,-370,260
MIN,GS,10,12,1,7:45,145,-175
HOU,LA,8,12,1,7:36,230,-315
TOR,BKN,39,36,2,7:57,-400,280
MIN,GS,10,12,1,7:36,155,-195
HOU,LA,8,14,1,6:57,280,-400
TOR,BKN,39,38,2,7:27,-370,260
MIN,GS,12,12,1,7:24,130,-160
TOR,BKN,39,38,2,7:19,-330,240
MIN,GS,13,12,1,7:20,130,-160
BOS,ATL,19,28,2,12:00,-130,100
TOR,BKN,41,40,2,6:44,-330,240
MIN,GS,13,12,1,7:12,130,-160
HOU,LA,8,14,1,6:57,300,-435
BOS,ATL,19,28,2,11:43,-130,100
TOR,BKN,41,43,2,6:14,-280,210
MIN,GS,13,13,1,7:11,130,-160
HOU,LA,8,14,1,6:57,325,-475
BOS,ATL,19,30,2,11:09,110,-140
TOR,BKN,41,43,2,5:59,-300,220
BOS,ATL,20,30,2,11:08,100,-130
HOU,LA,8,14,1,6:59,325,-475
BOS,ATL,21,30,2,11:05,-105,-125
HOU,LA,11,14,1,6:29,270,-385
BOS,ATL,21,32,2,10:34,105,-135
HOU,LA,11,15,1,6:22,270,-385
BOS,ATL,21,34,2,10:02,130,-160
HOU,LA,11,16,1,6:10,300,-435
BOS,ATL,23,34,2,9:39,105,-135
BOS,ATL,23,34,2,9:39,-105,-125
TOR,BKN,43,45,2,5:28,-300,220
MIN,GS,13,13,1,6:50,145,-175
HOU,LA,12,16,1,5:55,280,-400
WAS,DET,63,64,3,11:59,-140,110
TOR,BKN,43,45,2,5:12,-300,220
MIN,GS,13,14,1,6:49,140,-170
HOU,LA,14,16,1,5:29,270,-385
WAS,DET,66,64,3,11:29,-185,150
BOS,ATL,24,34,2,9:39,-110,-120
TOR,BKN,43,45,2,5:00,-235,180
MIN,GS,13,17,1,6:23,180,-235
HOU,LA,14,19,1,5:10,300,-435
WAS,DET,69,64,3,11:03,-280,210
BOS,ATL,25,34,2,9:29,100,-130
TOR,BKN,43,46,2,5:00,-245,185
MIN,GS,13,17,1,6:06,170,-220
WAS,DET,69,64,3,10:51,-200,160
BOS,ATL,25,34,2,9:29,-110,-120
TOR,BKN,43,47,2,4:42,-210,165
MIN,GS,16,17,1,5:55,145,-175
WAS,DET,72,66,3,10:06,-330,240
BOS,ATL,28,36,2,8:54,-120,-110
TOR,BKN,45,47,2,4:20,-255,190
MIN,GS,16,17,1,5:43,150,-185
WAS,DET,72,66,3,9:52,-350,250
BOS,ATL,31,39,2,8:21,-105,-125
MIN,GS,16,19,1,5:30,155,-195
HOU,LA,14,20,1,5:10,280,-400
WAS,DET,72,66,3,9:34,-300,220
BOS,ATL,31,39,2,8:12,-105,-125
HOU,LA,16,20,1,4:36,270,-385
WAS,DET,74,66,3,8:57,-385,270
BOS,ATL,31,42,2,7:51,110,-140
MIN,GS,16,19,1,5:24,155,-195
HOU,LA,16,20,1,4:04,250,-350
WAS,DET,74,66,3,8:51,-450,310
BOS,ATL,31,42,2,7:27,130,-160
MIN,GS,16,19,1,5:02,165,-210
HOU,LA,16,20,1,4:02,240,-330
WAS,DET,74,66,3,8:25,-385,270
BOS,ATL,31,44,2,7:11,150,-185
TOR,BKN,45,47,2,4:20,-265,200
HOU,LA,17,20,1,4:02,240,-330
WAS,DET,74,66,3,7:56,-385,270
BOS,ATL,33,47,2,6:38,170,-220
TOR,BKN,45,47,2,4:13,-265,200
MIN,GS,16,22,1,4:44,170,-220
HOU,LA,18,20,1,3:45,230,-315
BOS,ATL,33,50,2,6:14,220,-300
TOR,BKN,45,47,2,4:08,-235,180
MIN,GS,17,22,1,4:44,170,-220
HOU,LA,18,20,1,3:29,220,-300
WAS,DET,74,69,3,7:39,-385,270
TOR,BKN,45,49,2,3:51,-210,165
MIN,GS,18,22,1,4:43,170,-220
HOU,LA,19,20,1,3:29,210,-280
WAS,DET,74,71,3,7:28,-255,190
TOR,BKN,49,49,2,3:21,-265,200
MIN,GS,18,22,1,4:21,160,-200
HOU,LA,20,20,1,3:20,210,-280
WAS,DET,74,72,3,7:25,-185,150
TOR,BKN,49,49,2,2:51,-330,240
MIN,GS,19,22,1,4:21,150,-185
HOU,LA,20,21,1,3:20,210,-280
WAS,DET,74,72,3,6:54,-195,155
BOS,ATL,33,50,2,6:14,210,-280
TOR,BKN,50,49,2,2:51,-385,270
HOU,LA,20,23,1,2:50,230,-315
WAS,DET,74,72,3,6:41,-210,165
BOS,ATL,33,50,2,6:14,240,-330
TOR,BKN,50,49,2,2:33,-385,270
HOU,LA,20,26,1,2:24,250,-350
BOS,ATL,33,50,2,6:13,240,-330
TOR,BKN,50,49,2,2:17,-330,240
HOU,LA,23,26,1,1:48,230,-315
LA,DAL,,,,,175,-210
BOS,ATL,33,50,2,6:06,240,-330
TOR,BKN,50,51,2,1:59,-330,240
HOU,LA,23,26,1,1:28,230,-315
BOS,ATL,33,50,2,5:48,280,-400
TOR,BKN,53,54,2,1:18,-280,210
BOS,ATL,34,50,2,5:48,240,-330
TOR,BKN,53,56,2,0:45,-220,170
WAS,DET,75,72,3,6:41,-220,170
BOS,ATL,35,50,2,5:37,220,-300
TOR,BKN,55,58,2,0:15,-220,170
MIN,GS,20,22,1,4:18,150,-185
WAS,DET,76,74,3,6:27,-200,160
BOS,ATL,35,49,2,5:28,220,-300
TOR,BKN,55,58,2,0:01,-185,150
MIN,GS,20,24,1,3:45,170,-220
WAS,DET,78,74,3,5:58,-235,180
BOS,ATL,37,51,2,4:55,185,-245
TOR,BKN,55,58,2,,-185,150
MIN,GS,20,24,1,3:25,155,-195
WAS,DET,78,74,3,5:24,-235,180
BOS,ATL,37,51,2,4:45,210,-280
TOR,BKN,55,58,2,,-175,145
HOU,LA,23,26,1,1:31,230,-315
WAS,DET,78,76,3,4:59,-235,180
BOS,ATL,37,51,2,4:37,200,-265
TOR,BKN,55,59,2,,-170,140
HOU,LA,27,26,1,0:48,200,-265
WAS,DET,78,76,3,4:59,-220,170
BOS,ATL,37,51,2,4:37,210,-280
TOR,BKN,55,59,3,12:00,-170,140
HOU,LA,27,29,1,0:32,230,-315
WAS,DET,79,76,3,5:00,-210,165
BOS,ATL,37,52,2,4:08,210,-280
TOR,BKN,55,59,3,12:00,-160,130
HOU,LA,27,29,1,0:01,250,-350
WAS,DET,79,78,3,4:40,-150,120
BOS,ATL,37,54,2,3:41,280,-400
HOU,LA,27,29,2,12:00,240,-330
WAS,DET,79,79,3,4:40,-140,110
BOS,ATL,37,54,2,3:24,280,-400
WAS,DET,79,80,3,4:20,-115,-115
BOS,ATL,39,54,2,3:19,260,-370
MIN,GS,22,24,1,3:25,140,-170
WAS,DET,79,80,3,3:53,-150,120
BOS,ATL,41,54,2,2:42,210,-280
MIN,GS,22,26,1,3:02,160,-200
WAS,DET,79,80,3,3:35,-130,100
BOS,ATL,41,54,2,2:42,220,-300
MIN,GS,26,26,1,2:41,125,-155
WAS,DET,79,80,3,3:15,-155,125
MIN,GS,27,26,1,2:41,120,-150
HOU,LA,27,29,2,11:57,210,-280
WAS,DET,79,82,3,2:45,-115,-115
MIN,GS,29,26,1,2:03,105,-135
HOU,LA,27,29,2,11:27,210,-280
WAS,DET,79,85,3,2:20,150,-185
MIN,GS,29,26,1,1:33,105,-135
HOU,LA,27,29,2,11:19,210,-280
MIN,GS,32,26,1,0:57,-125,-105
HOU,LA,28,29,2,11:19,190,-255
WAS,DET,79,85,3,2:20,155,-195
MIN,GS,32,26,1,0:49,-115,-115
HOU,LA,29,29,2,11:12,185,-245
MIN,GS,32,26,1,0:41,-125,-105
HOU,LA,29,29,2,10:22,230,-315
BOS,ATL,41,56,2,2:40,240,-330
MIN,GS,32,26,1,0:20,-115,-115
HOU,LA,29,32,2,9:52,325,-475
BOS,ATL,41,56,2,2:33,230,-315
MIN,GS,32,27,1,0:20,105,-135
HOU,LA,29,34,2,9:32,350,-525
WAS,DET,82,85,3,2:02,105,-135
BOS,ATL,43,59,2,2:16,270,-385
MIN,GS,34,27,1,,-115,-115
HOU,LA,29,34,2,9:32,260,-370
WAS,DET,82,85,3,1:32,100,-130
BOS,ATL,48,59,2,1:44,200,-265
MIN,GS,34,27,2,12:00,-130,100
WAS,DET,82,85,3,1:19,100,-130
BOS,ATL,48,59,2,1:32,155,-195
WAS,DET,85,85,3,0:55,-140,110
BOS,ATL,48,59,2,1:16,180,-235
WAS,DET,85,85,3,0:44,-130,100
BOS,ATL,48,61,2,1:16,200,-265
WAS,DET,85,85,3,0:44,-135,105
BOS,ATL,51,63,2,0:48,185,-245
HOU,LA,29,34,2,9:11,260,-370
WAS,DET,85,85,3,0:25,-160,130
BOS,ATL,51,65,2,0:18,250,-350
MIN,GS,34,27,2,11:39,-130,100
HOU,LA,31,34,2,8:37,230,-315
WAS,DET,87,85,3,,-235,180
BOS,ATL,51,65,2,,280,-400
MIN,GS,34,27,2,11:18,-120,-110
HOU,LA,31,34,2,8:07,250,-350
WAS,DET,87,85,4,12:00,-200,160
BOS,ATL,51,65,3,12:00,280,-400
MIN,GS,34,27,2,11:02,-120,-110
HOU,LA,34,34,2,7:44,200,-265
BOS,ATL,51,65,3,12:00,300,-435
MIN,GS,34,30,2,10:41,110,-140
HOU,LA,34,34,2,7:33,180,-235
WAS,DET,87,85,4,12:00,-220,170
BOS,ATL,51,65,3,12:00,240,-330
MIN,GS,37,30,2,10:22,-110,-120
HOU,LA,34,34,2,6:56,200,-265
MIN,GS,39,30,2,9:59,-130,100
HOU,LA,36,34,2,6:31,180,-235
WAS,DET,87,85,4,12:00,-210,165
MIN,GS,39,30,2,10:00,-130,100
HOU,LA,36,34,2,6:31,150,-185
WAS,DET,87,85,4,11:36,-245,185
TOR,BKN,55,59,3,11:48,-150,120
HOU,LA,36,34,2,6:11,185,-245
WAS,DET,89,85,4,11:18,-235,180
TOR,BKN,58,61,3,11:30,-165,135
HOU,LA,36,35,2,6:11,185,-245
WAS,DET,89,85,4,10:44,-315,230
TOR,BKN,58,62,3,11:18,-160,130
HOU,LA,39,36,2,6:04,170,-220
WAS,DET,91,85,4,10:13,-435,300
TOR,BKN,58,62,3,10:58,-160,130
HOU,LA,39,38,2,5:33,180,-235
WAS,DET,92,85,4,10:12,-625,400
TOR,BKN,58,62,3,10:35,-160,130
HOU,LA,39,38,2,5:19,200,-265
WAS,DET,92,85,4,10:04,-825,500
BOS,ATL,51,65,3,12:00,325,-475
TOR,BKN,60,62,3,10:03,-220,170
MIN,GS,41,33,2,9:19,-120,-110
HOU,LA,42,38,2,4:46,155,-195
TOR,BKN,62,64,3,9:31,-185,150
MIN,GS,43,33,2,9:17,-140,110
HOU,LA,45,40,2,4:15,150,-185
WAS,DET,92,85,4,10:03,-825,500
TOR,BKN,62,64,3,9:15,-185,150
HOU,LA,45,40,2,4:03,150,-185
WAS,DET,94,85,4,9:50,-1300,700
TOR,BKN,62,66,3,9:13,-160,130
HOU,LA,45,40,2,3:36,130,-160
TOR,BKN,62,66,3,9:11,-135,105
MIN,GS,45,36,2,8:40,-140,110
HOU,LA,47,40,2,3:28,115,-145
TOR,BKN,62,66,3,8:47,-135,105
MIN,GS,48,39,2,7:59,-140,110
TOR,BKN,62,66,3,8:24,-170,140
MIN,GS,48,43,2,7:28,-120,-110
TOR,BKN,63,66,3,8:20,-200,160
MIN,GS,50,43,2,6:57,-135,105
TOR,BKN,63,66,3,8:02,-160,130
MIN,GS,50,43,2,6:51,-115,-115
WAS,DET,94,85,4,9:28,-1600,800
BOS,ATL,51,65,3,12:00,260,-370
MIN,GS,50,43,2,6:39,-115,-115
HOU,LA,47,40,2,3:31,115,-145
WAS,DET,97,85,4,9:05,-2000,900
TOR,BKN,65,66,3,7:41,-195,155
MIN,GS,50,43,2,6:33,100,-130
HOU,LA,47,40,2,3:25,115,-145
WAS,DET,97,87,4,8:46,-1300,700
TOR,BKN,65,66,3,7:09,-195,155
MIN,GS,50,44,2,6:33,100,-130
HOU,LA,47,42,2,2:49,130,-160
WAS,DET,97,89,4,8:15,-825,500
TOR,BKN,65,66,3,7:00,-235,180
MIN,GS,50,45,2,6:14,105,-135
WAS,DET,99,89,4,7:43,-1300,700
TOR,BKN,67,66,3,6:48,-265,200
MIN,GS,52,45,2,5:47,-110,-120
HOU,LA,47,42,2,2:49,105,-135
WAS,DET,99,89,4,7:43,-1150,650
TOR,BKN,67,66,3,6:48,-245,185
MIN,GS,52,47,2,5:28,100,-130
WAS,DET,99,91,4,7:38,-1050,600
MIN,GS,52,47,2,5:07,100,-130
WAS,DET,101,91,4,7:06,-1800,850
MIN,GS,52,47,2,5:07,-105,-125
HOU,LA,47,42,2,2:22,105,-135
WAS,DET,101,93,4,6:53,-825,500
HOU,LA,47,42,2,2:06,105,-135
WAS,DET,104,94,4,6:43,-825,500
HOU,LA,47,45,2,1:29,155,-195
WAS,DET,104,94,4,6:23,-1450,750
TOR,BKN,67,66,3,6:23,-300,220
HOU,LA,50,45,2,1:00,120,-150
WAS,DET,104,96,4,6:16,-825,500
TOR,BKN,69,66,3,5:51,-435,300
HOU,LA,50,45,2,0:56,120,-150
WAS,DET,104,97,4,5:54,-625,400
BOS,ATL,51,65,3,11:56,260,-370
TOR,BKN,69,68,3,5:20,-300,220
MIN,GS,52,47,2,4:44,-105,-125
HOU,LA,50,46,2,0:56,120,-150
WAS,DET,104,99,4,5:29,-525,350
BOS,ATL,51,65,3,11:25,300,-435
TOR,BKN,71,70,3,4:47,-300,220
MIN,GS,54,47,2,4:24,-135,105
HOU,LA,50,47,2,0:47,140,-170
WAS,DET,104,99,4,5:07,-385,270
BOS,ATL,55,65,3,11:00,210,-280
TOR,BKN,71,73,3,4:22,-175,145
MIN,GS,55,47,2,4:24,-145,115
HOU,LA,50,49,2,0:20,170,-220
WAS,DET,104,99,4,5:07,-435,300
BOS,ATL,56,65,3,10:50,200,-265
TOR,BKN,71,73,3,4:04,-210,165
MIN,GS,58,49,2,3:54,-160,130
HOU,LA,50,49,2,,180,-235
WAS,DET,104,100,4,5:02,-420,290
BOS,ATL,58,65,3,10:30,155,-195
TOR,BKN,71,73,3,4:04,-165,135
MIN,GS,58,49,2,3:48,-155,125
HOU,LA,50,49,3,12:00,180,-235
WAS,DET,104,102,4,4:31,-315,230
BOS,ATL,58,65,3,10:23,155,-195
TOR,BKN,72,75,3,4:04,-150,120
MIN,GS,58,51,2,3:48,-145,115
WAS,DET,104,102,4,4:02,-195,155
TOR,BKN,73,75,3,3:47,-170,140
MIN,GS,58,54,2,3:07,-115,-115
WAS,DET,104,102,4,3:36,-175,145
TOR,BKN,74,75,3,3:28,-175,145
MIN,GS,60,54,2,2:51,-125,-105
WAS,DET,104,103,4,3:36,-165,135
TOR,BKN,77,75,3,3:04,-315,230
MIN,GS,60,54,2,2:43,-140,110
WAS,DET,104,104,4,3:18,-155,125
TOR,BKN,77,75,3,2:57,-315,230
MIN,GS,63,54,2,2:10,-165,135
WAS,DET,105,104,4,3:15,-170,140
MIN,GS,63,54,2,1:35,-165,135
WAS,DET,106,104,4,3:16,-200,160
BOS,ATL,58,65,3,10:03,130,-160
MIN,GS,63,54,2,1:20,-195,155
HOU,LA,50,49,3,12:00,150,-185
WAS,DET,108,104,4,2:49,-385,270
BOS,ATL,58,65,3,9:57,120,-150
TOR,BKN,77,75,3,2:57,-280,210
MIN,GS,63,54,2,0:58,-195,155
WAS,DET,110,104,4,2:38,-775,475
BOS,ATL,61,65,3,9:28,120,-150
MIN,GS,63,54,2,0:58,-200,160
BOS,ATL,61,65,3,9:26,105,-135
TOR,BKN,77,77,3,2:38,-235,180
MIN,GS,65,54,2,0:54,-220,170
HOU,LA,50,49,3,12:00,155,-195
BOS,ATL,61,65,3,9:06,110,-140
TOR,BKN,77,79,3,2:04,-210,165
MIN,GS,65,54,2,0:29,-255,190
BOS,ATL,63,65,3,8:40,-125,-105
TOR,BKN,77,80,3,2:03,-140,110
MIN,GS,67,56,2,0:02,-255,190
HOU,LA,50,49,3,12:00,165,-210
WAS,DET,110,104,4,2:38,-5000,1600
BOS,ATL,63,65,3,8:06,-150,120
TOR,BKN,77,82,3,1:24,100,-130
MIN,GS,68,56,3,12:00,-290,215
HOU,LA,50,49,3,12:00,175,-225
WAS,DET,110,104,4,2:28,-10000,2500
BOS,ATL,64,65,3,8:06,-150,120
TOR,BKN,77,84,3,0:56,155,-195
WAS,DET,110,104,4,2:16,-6000,1800
BOS,ATL,65,65,3,7:52,-160,130
TOR,BKN,77,86,3,0:20,210,-280
WAS,DET,110,106,4,1:48,-6000,1800
BOS,ATL,65,65,3,7:48,-160,130
TOR,BKN,79,89,3,0:11,250,-350
MIN,GS,68,56,3,12:00,-255,190
WAS,DET,111,106,4,1:48,-6000,1800
BOS,ATL,65,68,3,7:08,-120,-110
TOR,BKN,81,89,4,12:00,220,-300
WAS,DET,112,106,4,1:48,-6000,1800
BOS,ATL,68,68,3,6:39,-150,120
TOR,BKN,81,89,4,12:00,185,-245
WAS,DET,112,108,4,1:13,-6000,1800
BOS,ATL,68,68,3,6:19,-155,125
WAS,DET,112,109,4,1:13,-6000,1800
BOS,ATL,68,68,3,6:17,-160,130
WAS,DET,112,111,4,0:49,-6000,1800
BOS,ATL,69,68,3,6:05,-150,120
MIN,GS,68,56,3,12:00,-315,230
WAS,DET,112,111,4,0:34,-6000,1800
BOS,ATL,69,68,3,5:54,-175,145
TOR,BKN,81,89,4,11:41,170,-220
BOS,ATL,69,70,3,5:24,-135,105
TOR,BKN,81,89,4,11:09,160,-200
BOS,ATL,69,70,3,4:55,-110,-120
TOR,BKN,81,89,4,10:57,200,-265
BOS,ATL,69,72,3,4:30,-110,-120
HOU,LA,50,49,3,12:00,190,-255
BOS,ATL,69,72,3,4:01,-110,-120
BOS,ATL,69,72,3,4:01,110,-140
