home,vis,home_score,vis_score,quarter,time,home_mline,vis_mline
ATL,TOR,89,62,3,5:00,-4500,1500
CHI,MEM,52,59,3,12:00,230,-315
MIA,SA,61,58,2,0:27,-1450,750
CLE,WAS,40,42,3,12:00,-210,165
MIL,BKN,30,25,1,0:19,-625,400
DEN,SAC,,,,,-380,290
NY,PHI,,,,,240,-305
PHO,UTA,,,,,-115,-105
IND,BOS,,,,,245,-310
ATL,TOR,89,63,3,5:00,-4500,1500
MIA,SA,61,58,2,0:26,-1600,800
ATL,TOR,89,63,3,4:54,-4500,1500
MIA,SA,61,58,3,12:00,-1300,700
MIL,BKN,31,25,1,0:19,-625,400
ATL,TOR,92,63,3,4:37,-4500,1500
CLE,WAS,40,42,3,12:00,-220,170
ATL,TOR,92,65,3,4:10,-4500,1500
MIL,BKN,32,25,1,0:22,-625,400
ATL,TOR,92,65,3,3:54,-4500,1500
CHI,MEM,52,59,3,12:00,220,-300
MIA,SA,61,58,3,12:00,-950,550
MIL,BKN,32,25,2,12:00,-725,450
ATL,TOR,92,65,3,3:52,-4500,1500
DEN,SAC,,,,,-350,250
MIA,SA,61,58,3,12:00,-1150,650
MIL,BKN,32,25,2,12:00,-625,400
