game_id,date,home,vis,time,period,mins,secs,pos,team,event,event_deets,block,steal,home_desc,vis_desc,score,home_score,vis_score
0021200762,2013-02-11,CHA,BOS,0.0,1,12,0,,,period_start,0,False,False,,,0-0,0,0
0021200762,2013-02-11,CHA,BOS,0.0,1,12,0,,CHA,jump_ball,0,False,False,Jump Ball Biyombo vs. Garnett: Tip to Bass,,0-0,0,0
0021200762,2013-02-11,CHA,BOS,0.3,1,11,42,BOS,BOS,fg_make,1,False,False,,Pierce 14' Jump Shot (2 PTS) (Bradley 1 AST),0-2,0,2
0021200762,2013-02-11,CHA,BOS,0.63,1,11,22,CHA,CHA,fg_miss,5,False,False,MISS Kidd-Gilchrist 2' Layup,,0-2,0,2
0021200762,2013-02-11,CHA,BOS,0.65,1,11,21,BOS,BOS,reb,0,False,False,,Garnett REBOUND (Off:0 Def:1),0-2,0,2
0021200762,2013-02-11,CHA,BOS,0.78,1,11,13,BOS,BOS,fg_miss,1,False,False,,MISS Garnett 20' Jump Shot,0-2,0,2
0021200762,2013-02-11,CHA,BOS,0.8,1,11,12,CHA,CHA,reb,0,False,False,Walker REBOUND (Off:0 Def:1),,0-2,0,2
0021200762,2013-02-11,CHA,BOS,0.98,1,11,1,CHA,CHA,fg_make,5,False,False,Mullens 1' Layup (2 PTS) (Walker 1 AST),,2-2,2,2
0021200762,2013-02-11,CHA,BOS,1.37,1,10,38,BOS,BOS,fg_make,80,False,False,,Garnett 16' Step Back Jump Shot (2 PTS) (Lee 1 AST),2-4,2,4
0021200762,2013-02-11,CHA,BOS,1.63,1,10,22,CHA,CHA,fg_miss,46,False,False,MISS Henderson 8' Running Jump Shot,,2-4,2,4
0021200762,2013-02-11,CHA,BOS,1.65,1,10,21,CHA,CHA,fg_make,87,False,False,Mullens  Putback Dunk (4 PTS),,4-4,4,4
0021200762,2013-02-11,CHA,BOS,1.65,1,10,21,CHA,CHA,reb,0,False,False,Mullens REBOUND (Off:1 Def:0),,2-4,2,4
0021200762,2013-02-11,CHA,BOS,1.95,1,10,3,BOS,BOS,fg_make,49,False,False,,Lee 1' Driving Dunk (2 PTS) (Bass 1 AST),4-6,4,6
0021200762,2013-02-11,CHA,BOS,2.37,1,9,38,CHA,CHA,fg_miss,86,False,False,MISS Henderson 10' Turnaround Fadeaway Shot,,4-6,4,6
0021200762,2013-02-11,CHA,BOS,2.38,1,9,37,BOS,BOS,reb,0,False,False,,Garnett REBOUND (Off:0 Def:2),4-6,4,6
0021200762,2013-02-11,CHA,BOS,2.58,1,9,25,BOS,BOS,fg_miss,49,False,False,,MISS Bass 1' Driving Dunk,4-6,4,6
0021200762,2013-02-11,CHA,BOS,2.62,1,9,23,CHA,CHA,reb,0,False,False,Mullens REBOUND (Off:1 Def:1),,4-6,4,6
0021200762,2013-02-11,CHA,BOS,2.78,1,9,13,CHA,CHA,fg3_make,1,False,False,Mullens 25' 3PT Jump Shot (7 PTS) (Walker 2 AST),,7-6,7,6
0021200762,2013-02-11,CHA,BOS,3.17,1,8,50,BOS,CHA,foul,2,False,False,Kidd-Gilchrist S.FOUL (P1.T1),,7-6,7,6
0021200762,2013-02-11,CHA,BOS,3.17,1,8,50,BOS,BOS,ft_make,11,False,False,,Garnett Free Throw 1 of 2 (3 PTS),7-7,7,7
0021200762,2013-02-11,CHA,BOS,3.17,1,8,50,BOS,BOS,ft_make,12,False,False,,Garnett Free Throw 2 of 2 (4 PTS),7-8,7,8
